Date,Y_Close,X_Close,beta_kf,alpha_kf,beta_kf_mean,beta_kf_std,alpha_kf_mean,alpha_kf_std,idx_trend_strength,idx_vol_z,corr_z,spread,spread_log_change,ou_theta,ou_mu,ou_sigma,half_life_days,ou_std,spread_centered,ou_z,abs_ou_z,upper,lower,ou_mu_change,ou_mu_stable,reversion_pressure,expected_reversion_days,ou_snr,ou_tradeable,beta_drift,beta_cv,trend_conflict,signals_per_year,signals_per_year_log,Y,X,target
2025-07-04,109.249755859375,50.743751525878906,2.129637660801152,0.4376619110253377,2.0523446228600215,0.048690717525072556,0.3776248333327904,0.04184809796658852,0.2753203720999029,-0.8962875105338779,0.7388995945398804,0.7462896485020281,1.9572630993855769,0.3037649431830555,0.47382943316435644,0.9915202152021764,1.4628622285680477,1.0185340634420548,0.44252470531897253,0.4344721705462609,0.4344721705462609,2.0370681268841095,-2.0370681268841095,0.0,1,0.2058657022956224,0.5277962393252706,0.4819687590695533,1,0.007041438589332165,0.023724435449452033,0,12.0,2.5649493574615367,IMO.TO,SU.TO,-0.8294072888175233
2025-07-04,305.6266784667969,39.79999923706055,7.089284679983134,25.558327619719268,7.419525315456023,0.22580177651795538,25.301661818591974,0.1910717824700847,0.22611594113499475,-0.9664450698040246,1.2799226693882793,-2.085174007556134,-0.3256318073783854,1.2982591725023422,0.37459552762020576,6.938684783966784,1.8503882973816819,8.01642745339061,-3.383433180058476,-0.4220624710608996,0.4220624710608996,16.03285490678122,-16.03285490678122,0.0,1,0.15810271403574552,0.6515370078697664,0.007780513686344489,1,0.04883629810311535,0.03043345320860018,0,12.0,2.5649493574615367,ADP,GFS,-1.3480977223411494
2025-07-04,243.85092163085935,274.1846923828125,0.8703720282511839,5.290001564321176,0.8813463085652684,0.018579447462020563,5.25488397624813,0.019565437318828358,0.22611594113499475,-0.9664450698040246,1.2862666493997372,-0.08176675811728273,-1.926858792241606,-0.007625350920851527,1.6556501001668356,2.5569359928889104,0.4186555966687035,1.4051431769124985,-0.07414140719643121,-0.05276430787597111,0.05276430787597111,2.810286353824997,-2.810286353824997,0.0,1,0.08735923162008533,0.02152701076239419,0.2532379834597394,1,0.0129247874236237,0.02108075711154426,0,0.0,0.0,ADI,AVGO,-1.1492091201546306
2025-07-04,61.69520950317383,64.68277740478516,0.9522524607391133,0.6989247644638734,0.9642350480485017,0.03410287484941938,0.6746377570540014,0.024591291652737792,0.2753203720999029,-0.8962875105338779,0.8603102200635335,-0.5980492124370258,-0.4054176970899239,-0.002577842870728189,0.3478763583773293,0.7013553968674319,1.9925101659484226,0.8408348194619579,-0.5954713695662976,-0.7081906645437615,0.7081906645437615,1.6816696389239159,-1.6816696389239159,0.0,1,0.24636278941830453,1.0668591216682533,0.7072103839307496,1,0.008702745616687739,0.0353678026104108,0,12.0,2.5649493574615367,TOU.TO,TRP.TO,-0.032941430919275275
2025-07-04,81.7449951171875,55.761695861816406,1.3920359317335922,3.2899022331841605,1.467536313690874,0.057852602747068584,3.162580678380501,0.08947046900118483,0.2753203720999029,-0.8962875105338779,-0.9868338605894076,0.8328086299545419,0.5402088881578906,0.32370006952413266,0.513088305228576,1.7545807811947194,1.3509315521256224,1.7320575270619885,0.5091085604304092,0.29393282409850857,0.29393282409850857,3.464115054123977,-3.464115054123977,0.0,1,0.1508134945677529,0.3481165280399733,0.16666537350713972,1,0.012632693651498491,0.039421581740330836,0,12.0,2.5649493574615367,NTR.TO,TECK-B.TO,-0.8171225999276451
2025-07-04,243.85092163085935,497.0909423828125,0.4904861952106941,0.04355141796201603,0.4804268121581049,0.007650509722598845,0.04175425905578078,0.0007984227434670994,0.22611594113499475,-0.9664450698040246,1.2341916972796114,-0.008874790146734313,-2.9135693919519645,-0.007764240431017405,3.1484100348046655,0.9430668480019158,0.22015784884987183,0.3758216858793557,-0.0011105497157169074,-0.0029549910434742985,0.0029549910434742985,0.7516433717587114,-0.7516433717587114,0.0,1,0.00930352345403239,0.0006496051547922423,3.54002502016553,1,0.004885337359026243,0.01592440207121729,0,0.0,0.0,ADI,MSFT,-46.4507396242457
2025-07-04,39.79999923706055,201.82000732421875,0.19588977042816771,0.291847049719811,0.19030300216070864,0.005065793293380538,0.282451954417455,0.004924453900217612,0.22611594113499475,-0.9664450698040246,1.1971182046630409,-0.026322715211605896,-1.5029712310889392,-0.022991473191678626,1.8490976423798897,0.5162155919279163,0.3748569922288295,0.2684331808664301,-0.00333124201992727,-0.012409948759594164,0.012409948759594164,0.5368663617328602,-0.5368663617328602,0.0,1,0.022947206993420805,0.00462332740764818,6.939011527051357,1,0.003013734817523798,0.026619618376290958,0,12.0,2.5649493574615367,GFS,PANW,-129.02844707322654
2025-07-04,58.10600280761719,96.22537231445312,0.6013521940160982,0.007535578374871155,0.5884170951687551,0.005400069389768582,0.010165096666643494,0.0012230634572687744,0.2753203720999029,-0.8962875105338779,1.505837765283408,0.2331284679300154,-0.9749066817786165,-0.03074099773113063,0.9893264976498689,0.7752928802067707,0.700625306414522,0.5511641700301174,0.26386946566114605,0.47874930920623404,0.47874930920623404,1.1023283400602348,-1.1023283400602348,0.0,1,0.4736393773292977,0.27408228620084657,1.6459174504358665,1,0.0028557642381140036,0.009177281615551754,0,0.0,0.0,BN.TO,CM.TO,0.43043795138551755
2025-07-04,155.0535125732422,179.2523193359375,0.8578303198343176,1.521831131139489,0.8688987685358261,0.03195624128626127,1.4722592489174322,0.034458688209350566,0.22611594113499475,-0.9664450698040246,-0.5526865152633604,-0.23639298488780014,-1.3572967151280364,0.08626642818379766,1.368323031828759,1.936051399725663,0.5065669176331531,1.1703279220726661,-0.3226594130715978,-0.27570000423485047,0.27570000423485047,2.3406558441453322,-2.3406558441453322,0.0,1,0.3772466656698323,0.12334653738408885,0.36505211667144727,1,0.012397396363450905,0.03677786462985839,0,0.0,0.0,EA,GOOGL,-3.560077948643103
2025-07-04,778.1629638671875,497.0909423828125,1.5645940579886297,0.4335849554486382,1.584248097666974,0.02578206457758424,0.42863811414695113,0.00394557103941662,0.22611594113499475,-0.9664450698040246,0.8513455942542858,-0.01615582037788954,-2.9135698722063568,0.02862585478231069,12.283555814247617,4.662653101788004,0.0564288705193954,0.940710639271044,-0.044781675160200235,-0.04760409130155211,0.04760409130155211,1.881421278542088,-1.881421278542088,0.0,1,0.5847475124891548,0.002624266327154069,0.5650122874766665,1,0.011156344783562458,0.016274006966176525,0,0.0,0.0,INTU,MSFT,-4.1629595928817995
2025-07-04,316.6600036621094,80.27021026611328,3.911618498414048,2.2064420960962354,3.815077731503554,0.09886375432309563,2.100610417768523,0.09192350523310489,0.22611594113499475,-0.9664450698040246,1.562652233309762,0.46712221749919536,-0.6453131402078517,0.10875668950193267,0.5824725002965729,2.843710726011591,1.1900084213538338,2.6347093042308014,0.3583655279972627,0.13601710345114784,0.13601710345114784,5.269418608461603,-5.269418608461603,0.0,1,0.0792262223302877,0.15175984144977955,0.07202853706077363,1,0.01800984632035187,0.025913955437058055,0,12.0,2.5649493574615367,ADSK,CTSH,-9.624501879869603
2025-07-04,33.34300994873047,95.79403686523438,0.34389294444258406,0.32016379105646753,0.3472027653474405,0.004404959878746189,0.3124345790015317,0.0047307138458209524,0.22611594113499475,-0.9664450698040246,1.7051826418295624,0.07995276004710661,-0.7626270949797258,0.025350890273974937,0.8881444554152118,0.2855053987778561,0.7804441905071576,0.21421877066076322,0.05460186977313167,0.25488835364291756,0.25488835364291756,0.42843754132152645,-0.42843754132152645,0.0,1,0.22637767803786893,0.17719720570857453,10.895695534163185,1,0.001715059681982254,0.01268699537671658,0,0.0,0.0,CSX,PCAR,-8.949161921269331
2025-07-04,18.843090057373047,49.40948867797851,0.3760049057492214,0.15189189214521742,0.3765965028124444,0.010008692419916154,0.15035193957705817,0.0016589307262402867,0.2753203720999029,-0.8962875105338779,-0.27818231049405634,0.11298803174729599,-0.9370423503498095,-0.0464459568315578,0.2810508833937333,0.3405499549800575,2.46626935375575,0.45422742483906164,0.1594339885788538,0.35100035766299936,0.35100035766299936,0.9084548496781233,-0.9084548496781233,0.0,1,0.09864896059270231,0.7419656021051453,2.423389937631526,1,0.003526738066179977,0.026576700381364834,0,0.0,0.0,CVE.TO,PPL.TO,-0.8092487735434619
2025-07-04,40.22999954223633,142.22982788085938,0.28193067265438093,0.09265739462686219,0.2664133581447394,0.008735538392494505,0.09155158418107937,0.001027584174132377,0.2753203720999029,-0.8962875105338779,0.7944862935379977,0.03839110164195603,-1.393048985514674,0.022601046055076797,1.342974515347203,0.4762965948312484,0.5161283201124215,0.2906220708711218,0.01579005558687923,0.05433192165876979,0.05433192165876979,0.5812441417422436,-0.5812441417422436,0.0,1,0.07296638615756856,0.027306964504616713,5.919878838806847,1,0.0026828916216217456,0.032789415866109034,0,12.0,2.5649493574615367,CAE.TO,CNR.TO,-14.501725900198968
2025-07-04,190.7384796142578,55.76160430908203,3.40680081020921,1.2319863847932249,3.361330701513571,0.09765188517327979,1.2087853078591517,0.024977117289340652,0.2753203720999029,-0.8962875105338779,0.24174431349548522,-0.4621855092814542,0.9959511154140135,0.3681525414372658,0.5904729446212212,2.109452372187701,1.1738847425170138,1.9411304612407851,-0.8303380507187199,-0.42776004359231046,0.42776004359231046,3.8822609224815703,-3.8822609224815703,0.0,1,0.2525807325312535,0.41802835460160914,0.1326968320104834,1,0.020297262129659925,0.02905155542395998,0,12.0,2.5649493574615367,DOL.TO,L.TO,0.1612481646845573
2025-07-04,33.48818588256836,63.08000183105469,0.5206280121888222,0.5556674396722133,0.5095790713887794,0.005796232466396761,0.553936882134259,0.001570402162756752,0.22611594113499475,-0.9664450698040246,0.5592399599330689,0.09130248072688119,-0.5096460224442221,-0.04682778180950807,0.5311618985878443,0.34859164091970113,1.3049640465604886,0.3382116113749316,0.13813026253638927,0.4084137205545615,0.4084137205545615,0.6764232227498632,-0.6764232227498632,0.0,1,0.2169338072190862,0.4469032727449488,4.371122494808245,1,0.0012833708009726275,0.011374549685880976,0,0.0,0.0,KDP,MNST,-2.306232934486013
2025-07-04,99.37720489501952,109.249755859375,0.902640325769373,0.7925108936213359,0.8753971333237852,0.03337597830184414,0.7551616111077503,0.02843403800112848,0.2753203720999029,-0.8962875105338779,-0.3352986140716625,-0.02854121773253837,-2.199733368110111,0.06458660616886643,1.033387476967107,1.7320403807995335,0.6707524486306585,1.2047901770848712,-0.0931278239014048,-0.0772979608173253,0.0772979608173253,2.4095803541697425,-2.4095803541697425,0.0,1,0.07987874470371809,0.049941556423634896,0.3444666396180158,1,0.012197441356657563,0.03812667077754673,0,24.0,3.2188758248682006,CCO.TO,IMO.TO,-2.234313082925126
2025-07-04,39.79999923706055,159.3221435546875,0.2399205309173136,1.6019904058348422,0.2471105303835593,0.0076680012399682525,1.586743799164398,0.008943246557006963,0.22611594113499475,-0.9664450698040246,1.4962376708424743,-0.0266444372993746,-1.2237279379788637,-0.027602074001697265,1.2228207714711863,0.8177663364590716,0.5668428249922627,0.522917079877562,0.0009576367023226631,0.001831335672850633,0.001831335672850633,1.045834159755124,-1.045834159755124,0.0,1,0.002239395300297915,0.0010371301092191453,1.8285395142488303,1,0.003037926271498106,0.031030653481525686,0,0.0,0.0,GFS,NVDA,-60.65965083696061
2025-07-04,155.0535125732422,180.27114868164065,0.8532650760481544,1.4625479504081333,0.8641018252140024,0.03266272533972461,1.4188663382598177,0.031343936408614825,0.22611594113499475,-0.9664450698040246,-0.5006421315557364,-0.22811076629417926,-1.363989802742743,0.08471240149534667,1.3613810340203296,1.8940608516250674,0.5091500198978051,1.1478604224186777,-0.3128231677895259,-0.27252718334026227,0.27252718334026227,2.2957208448373554,-2.2957208448373554,0.0,1,0.3710133386544142,0.1227076146863932,0.3794825764519419,1,0.01192476184014298,0.037799625445340775,0,0.0,0.0,EA,GOOG,-3.6978476290388747
2025-07-04,109.7077865600586,269.7486267089844,0.4061244710984586,0.19658149108819992,0.40980244525797765,0.00834992436467937,0.1916404749038801,0.002468073251476455,0.2753203720999029,-0.8962875105338779,1.1943466542612882,-0.04031328275142698,-1.46830388102609,-0.02262644980475074,3.1132059437643815,0.8383907146277235,0.2226473908506726,0.33599091652899504,-0.01768683294667624,-0.05264080686880688,0.05264080686880688,0.6719818330579901,-0.6719818330579901,0.0,1,0.16388167282852245,0.011422269998967869,4.429094345558765,1,0.0032711898553452893,0.0203754869237614,0,12.0,2.5649493574615367,CP.TO,TRI.TO,-3.4445273784164407
2025-07-04,18.843090057373047,59.19181442260742,0.31282943141806785,0.19909447139688213,0.3085103822874342,0.01058633129311388,0.19355407241116365,0.004166619287574224,0.2753203720999029,-0.8962875105338779,-1.298674290580084,0.12705393554809774,-0.62870990168328,-0.04672840181626139,0.4482409978118298,0.39345362027676284,1.5463716704711745,0.4155494958777701,0.17378233736435914,0.4181988886721584,0.4181988886721584,0.8310989917555403,-0.8310989917555403,0.0,1,0.1874538871422066,0.5402832076867123,2.8955061037585987,1,0.0036209729778667954,0.034314343700922074,0,0.0,0.0,CVE.TO,ENB.TO,-0.26047095516008145
2025-07-04,80.27021026611328,39.79999923706055,1.8774370524586756,5.427672141930412,1.9236153560489693,0.045229817762562206,5.385066918444884,0.04352572340669595,0.22611594113499475,-0.9664450698040246,1.6696948738018955,0.12054486869837433,-0.3256317856551658,0.24849526953874354,0.4506912024476243,1.7425020362716046,1.5379647456963559,1.8353494082180728,-0.1279504008403692,-0.06971446432349648,0.06971446432349648,3.6706988164361456,-3.6706988164361456,0.0,1,0.03141969575394864,0.1036461465534824,0.14843369278088478,1,0.009175676685203952,0.02351292196765495,0,0.0,0.0,CTSH,GFS,-29.928419700529957
2025-07-04,39.79999923706055,497.0909423828125,0.0800496817678208,0.009081460661811145,0.07932238208338133,0.001783393925360583,0.008648379054575772,0.00021463313451784664,0.22611594113499475,-0.9664450698040246,1.6973839565162618,-0.0010539710115509138,-2.9135614847183677,-0.006761954648849868,5.554304991643683,0.2677795352562996,0.12479458394934531,0.08034290374006524,0.005707983637298954,0.07104527433768253,0.07104527433768253,0.16068580748013048,-0.16068580748013048,0.0,1,0.3946071218864849,0.008565284197541052,77.45954767185557,1,0.0010946023891344496,0.02248285891724649,0,0.0,0.0,GFS,MSFT,0.720553103579787
2025-07-04,180.27114868164065,179.2523193359375,1.0055284707346113,0.033273904577295406,1.0057718000859635,0.0018129338340339464,0.029897230607152648,0.002177611057105407,0.22611594113499475,-0.9664450698040246,-1.4842905714399481,-0.0054357604340680155,-1.3572953803174705,-0.0006451735372729333,15.446056104717186,0.3738391759459438,0.04487535043643017,0.06726064208548485,-0.004790586896795082,-0.07122422189646198,0.07122422189646198,0.1345212841709697,-0.1345212841709697,0.0,1,1.100133327427578,0.003087519562877499,110.52180946769823,1,0.001066979736483329,0.0018025299912753515,0,36.0,3.6109179126442243,GOOG,GOOGL,-1.8868807543775956
2025-07-04,139.3143768310547,176.7090301513672,0.7875550349037564,0.18689072587503022,0.7723917519652613,0.009096263417387165,0.18599485238331276,0.0010107528965952667,0.2753203720999029,-0.8962875105338779,1.2896500858700393,-0.04060030348927057,0.6395785281075317,0.014528587743119055,2.0223654137991196,0.8186763116984106,0.3427408201457678,0.40706842023910494,-0.05512889123238963,-0.13542905440812106,0.13542905440812106,0.8141368404782099,-0.8141368404782099,0.0,1,0.27388703565850325,0.043531717556068716,3.0174159438675217,1,0.002463145107883448,0.011776748514264655,0,0.0,0.0,NA.TO,RY.TO,-3.0922316731891533
2025-07-04,497.0909423828125,201.82000732421875,2.4459254062590436,3.6294243959173307,2.3982701903913006,0.03541886944988188,3.5755382313951536,0.02925185695297024,0.22611594113499475,-0.9664450698040246,1.2404008355419716,-0.1751654187977465,-1.5029714820848672,0.08883168981971443,2.224733596463876,4.345944173911825,0.31156412689666513,2.060298464146706,-0.26399710861746095,-0.12813537126369606,0.12813537126369606,4.120596928293412,-4.120596928293412,0.0,1,0.2850670653457166,0.03756408908405464,0.1177903539385249,1,0.01649978608727703,0.014768506731138144,0,0.0,0.0,MSFT,PANW,-19.122559644583767
2025-07-04,5696.07666015625,2514.050048828125,2.2653358235587313,0.9094763985678656,2.2261546621284287,0.04801139095110311,0.8995877437600205,0.005610538379745465,0.22611594113499475,-0.9664450698040246,1.1126898470683804,-0.0004540722466117586,-6.048402070635488,-0.03404860078051377,13.629958252703085,1.9948164728471922,0.05085468111558454,0.3820680178094297,0.03359452853390201,0.08792813574534392,0.08792813574534392,0.7641360356188595,-0.7641360356188595,0.0,1,1.1984568194470475,0.00428578305920362,3.4252212826708193,1,0.02706504527714838,0.02156696107771747,0,0.0,0.0,BKNG,MELI,-2.670394191101711
2025-07-04,316.6600036621094,274.1846923828125,1.1264691729923655,7.807238277356893,1.144994919410114,0.02534272978739442,7.760727293042395,0.027686296963509098,0.22611594113499475,-0.9664450698040246,1.706963880919874,-0.007838290880442855,-1.9268578067149247,-0.014152103726882942,1.61748487185374,3.408369897893798,0.42853394960384067,1.8950104511438242,0.006313812846440087,0.003331808984287703,0.003331808984287703,3.7900209022876483,-3.7900209022876483,0.0,1,0.005389150627991735,0.001425419966271753,0.13923447620948054,1,0.013402326146716489,0.02213348667123401,0,0.0,0.0,ADSK,AVGO,-173.98647574478377
2025-07-04,39.79999923706055,116.5199966430664,0.31532541806641423,3.097261674434513,0.3175354068695211,0.0040422113565121345,3.086131527204238,0.007875593647113105,0.22611594113499475,-0.9664450698040246,1.77442634438693,-0.03897909194606086,-0.9198166126588339,-0.02810060450122544,1.4443607670925527,0.927606962889526,0.47989892577546683,0.5457718861085767,-0.010878487444835421,-0.019932297213768973,0.019932297213768973,1.0915437722171535,-1.0915437722171535,0.0,1,0.028789428093596105,0.00947140508391483,1.6786017958776158,1,0.003185744374736539,0.012729954735955241,0,0.0,0.0,GFS,SHOP,-40.79429835917749
2025-07-04,80.27021026611328,201.82000732421875,0.3944441481296001,0.7098772142225548,0.3896537169414379,0.011488145584352735,0.6929623876039464,0.008427966829157104,0.22611594113499475,-0.9664450698040246,1.1228430737841115,-0.04638781262039515,-1.5029713588578606,-0.013221838443274668,2.356418356076615,0.8467920844713387,0.2941528522609288,0.3900637514812636,-0.033165974177120486,-0.08502706045145952,0.08502706045145952,0.7801275029625272,-0.7801275029625272,0.0,1,0.20035932601105522,0.02400432209138722,3.286236520289724,1,0.004719826008925827,0.02948296162687271,0,24.0,3.2188758248682006,CTSH,PANW,-5.924658069276798
2025-07-04,18.843090057373047,64.68277740478516,0.28472684151873046,0.33178539588746514,0.28485739882074435,0.012482297312952969,0.3183132524858666,0.010071413609856049,0.2753203720999029,-0.8962875105338779,-0.7171100387365652,0.09438175036200036,-0.5395330845525452,-0.036468027372862935,0.39867931758523495,0.35385036619856514,1.73860832500235,0.396271463158369,0.13084977773486328,0.33020237362529803,0.33020237362529803,0.792542926316738,-0.792542926316738,0.0,1,0.1316448569819586,0.4960790106795606,3.184083200835676,1,0.00412935366560999,0.04381945971783536,0,12.0,2.5649493574615367,CVE.TO,TRP.TO,-0.7534352552492464
2025-07-04,68.55477142333984,91.0992660522461,0.7435193596471636,0.7464271109474349,0.774453595592322,0.021083626514085588,0.7342979899197983,0.011272769326525671,0.2753203720999029,-0.8962875105338779,0.9017611566249216,0.07427635289980117,-0.8155421048725526,-0.0647008032455283,0.7373297075435922,0.8326819860357761,0.9400776524645391,0.6856986673210027,0.13897715614532946,0.20267963577690423,0.20267963577690423,1.3713973346420054,-1.3713973346420054,0.0,1,0.14944171657242658,0.1734933022014046,1.063416497503694,1,0.005743697608292398,0.027223873236666026,0,12.0,2.5649493574615367,ATD.TO,QSR.TO,-0.1749463333259051
2025-07-04,105.66000366210938,39.79999923706055,2.4815835433199616,6.7563730453787345,2.523829475510114,0.02847937372769427,6.685880265860185,0.05479673242840721,0.22611594113499475,-0.9664450698040246,1.4217932083901639,0.13660748589416016,-0.3256317883660871,0.49084539331710486,0.4102602567789136,2.444506319120587,1.6895304117490413,2.698649254736308,-0.3542379074229447,-0.13126489365049337,0.13126489365049337,5.397298509472616,-5.397298509472616,0.0,1,0.0538527689751082,0.2083805675937371,0.06865578212459675,1,0.012242121086130922,0.011284190950316898,0,0.0,0.0,FTNT,GFS,-14.607808127488884
2025-07-04,326.80999755859375,497.0909423828125,0.6573381758501515,0.020527249181758578,0.62987440220575,0.016051780155086074,0.021457071410044347,0.001431089423633004,0.22611594113499475,-0.9664450698040246,0.762232160942097,0.0326170118612481,-2.91357016762869,-0.020716050671737974,2.528249243909709,1.063717828044228,0.2741609365570523,0.47304395527393917,0.05333306253298607,0.11274441188472847,0.11274441188472847,0.9460879105478783,-0.9460879105478783,0.0,1,0.28504597410260957,0.02928845027626221,2.2344313175961257,1,0.005696908015350436,0.025484096668914515,0,0.0,0.0,CDNS,MSFT,-1.882941181224868
2025-07-04,59.19181442260742,64.68277740478516,0.9101362265564582,0.37599278105399425,0.9231315294389756,0.011224653720861795,0.3589004740629118,0.011498751233627204,0.2753203720999029,-0.8962875105338779,1.1008908236674182,-0.05431730882907004,-1.2474872523641445,0.02300179492412448,0.7186843690206531,0.47944949470604165,0.964466754027909,0.3999067805285096,-0.07731910375319452,-0.19334281767118575,0.19334281767118575,0.7998135610570192,-0.7998135610570192,0.0,1,0.1389524609226913,0.17047765766364184,3.126457063572362,1,0.0031405126185482814,0.01215932222321934,0,12.0,2.5649493574615367,ENB.TO,TRP.TO,-0.27950236004117684
