Date,AAPL,ABNB,ABX.TO,ADBE,ADI,ADP,ADSK,AEM.TO,AEP,AMAT,AMD,AMGN,AMZN,APP,ARM,ASML,ATD.TO,AVGO,AXON,AZN,BAM.TO,BCE.TO,BIP-UN.TO,BKNG,BKR,BMO.TO,BN.TO,BNS.TO,CAE.TO,CCEP,CCL-B.TO,CCO.TO,CDNS,CDW,CEG,CHTR,CM.TO,CMCSA,CNQ.TO,CNR.TO,COST,CP.TO,CPRT,CRWD,CSCO,CSGP,CSU.TO,CSX,CTAS,CTSH,CVE.TO,DASH,DDOG,DOL.TO,DXCM,EA,EMA.TO,ENB.TO,EXC,FANG,FAST,FM.TO,FNV.TO,FTNT,FTS.TO,GEHC,GFS,GIB-A.TO,GIL.TO,GILD,GOOG,GOOGL,H.TO,HON,IDXX,IFC.TO,IMO.TO,INTC,INTU,ISRG,K.TO,KDP,KHC,KLAC,L.TO,LIN,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MFC.TO,MG.TO,MNST,MRU.TO,MRVL,MSFT,MSTR,MU,NA.TO,NFLX,NTR.TO,NVDA,NXPI,ODFL,ON,ORLY,OTEX.TO,PANW,PAYX,PCAR,PDD,PEP,PLTR,POW.TO,PPL.TO,PYPL,QCOM,QQQ,QSR.TO,RCI-B.TO,REGN,ROP,ROST,RY.TO,SAP.TO,SBUX,SHOP,SHOP.TO,SLF.TO,SNPS,SU.TO,T.TO,TD.TO,TEAM,TECK-B.TO,TMUS,TOU.TO,TRI,TRI.TO,TRP.TO,TSLA,TTD,TTWO,TXN,VRSK,VRTX,WBD,WCN.TO,WDAY,WN.TO,WPM.TO,WSP.TO,XEL,XIU.TO,ZS
2022-06-15,133.0115203857422,101.47000122070312,23.012802124023438,376.9200134277344,141.1584014892578,192.13229370117188,176.7100067138672,58.190887451171875,79.49823760986328,94.35655212402344,89.30000305175781,210.94992065429688,107.66999816894531,34.06999969482422,,489.03338623046875,52.18392562866211,49.12017822265625,90.87999725341797,56.447879791259766,,49.303741455078125,45.19258499145508,1941.472412109375,29.15084457397461,110.04090881347656,30.91765785217285,65.42952728271484,30.540000915527344,45.89210510253906,55.72514724731445,28.74977684020996,147.72000122070312,156.7558135986328,56.59687042236328,449.0,54.334999084472656,35.90570831298828,30.970130920410156,131.86843872070312,438.7838439941406,86.58785247802734,26.612499237060547,164.35000610351562,39.399070739746094,56.349998474121094,1841.9525146484375,27.98796844482422,85.93895721435547,64.63943481445312,24.932945251464844,63.619998931884766,89.3499984741211,71.7262954711914,71.51000213623047,126.81448364257812,48.5215950012207,43.72068786621094,37.18071746826172,124.77537536621094,22.711223602294922,31.29592514038086,172.45962524414062,55.50400161743164,51.45742416381836,,49.459999084472656,97.47236633300781,34.281673431396484,51.52584457397461,109.5687255859375,108.94136810302734,30.277576446533203,161.8301239013672,333.94000244140625,163.5171661376953,62.06123733520508,36.4051628112793,369.8005676269531,196.1300048828125,4.9535088539123535,31.80522918701172,30.520204544067383,312.2342834472656,26.94746971130371,286.255615234375,43.63148880004883,285.7200012207031,149.56396484375,56.72175598144531,53.982032775878906,672.6900024414062,168.1752471923828,18.842533111572266,67.05039978027344,43.935001373291016,64.35287475585938,48.48954772949219,244.67088317871094,17.134000778198242,57.9044303894043,77.78597259521484,18.01099967956543,99.98621368408203,16.501344680786133,158.06373596191406,118.86111450195312,58.040000915527344,39.933998107910156,43.8695068359375,81.16999816894531,106.32183837890625,49.43601608276367,60.189998626708984,141.08197021484375,8.119999885559082,27.903886795043945,39.886390686035156,75.65510559082031,120.95309448242188,276.10009765625,55.08001708984375,52.236846923828125,558.0947875976562,376.3903503417969,73.11018371582031,110.642333984375,24.939706802368164,68.20391845703125,32.60300064086914,42.02199935913086,51.186065673828125,303.239990234375,42.78802490234375,23.37696647644043,75.67913055419922,179.66000366210938,49.36022186279297,122.2317123413086,55.614051818847656,93.33792114257812,120.32876586914062,50.59816360473633,233.0,48.13999938964844,126.16000366210938,140.31578063964844,156.65814208984375,253.50999450683594,14.850000381469727,148.67013549804688,142.80999755859375,46.4530143737793,48.10199737548828,136.0922088623047,58.5900764465332,26.911462783813477,148.25
2022-06-16,127.73741149902344,93.26000213623047,23.624406814575195,365.0799865722656,134.9319305419922,185.4449920654297,164.30999755859375,61.05228042602539,78.21784210205078,86.77278137207031,82.05000305175781,206.589111328125,103.66000366210938,30.6299991607666,,453.0523986816406,50.86122512817383,46.36625671386719,85.12000274658203,56.718143463134766,,47.48768997192383,43.66556930541992,1816.5169677734375,27.45175552368164,107.51445770263672,29.286544799804688,64.12902069091797,28.8799991607666,44.65251159667969,55.063880920410156,27.224641799926758,141.0800018310547,149.18829345703125,56.655208587646484,415.3500061035156,52.657676696777344,33.91939926147461,29.17099952697754,129.8470001220703,432.06036376953125,85.2242660522461,25.69499969482422,157.2100067138672,38.96731185913086,55.15999984741211,1804.3323974609375,27.635976791381836,84.49794006347656,62.09122848510742,23.349327087402344,58.380001068115234,81.98999786376953,69.76579284667969,67.98999786376953,125.55874633789062,47.62638473510742,42.107295989990234,36.265716552734375,113.65475463867188,22.30835723876953,28.638538360595703,174.234375,52.74599838256836,50.91751480102539,,45.43000030517578,95.37372589111328,32.79521179199219,50.93461227416992,105.8421630859375,105.23834991455078,29.88014793395996,157.37692260742188,327.3699951171875,160.62998962402344,60.050418853759766,35.17124938964844,351.3271789550781,190.7100067138672,5.0284199714660645,31.431049346923828,30.3936710357666,299.32208251953125,26.48541831970215,276.4558410644531,40.23245620727539,271.3399963378906,140.25003051757812,52.64848327636719,53.5888671875,612.7000122070312,159.75405883789062,18.200077056884766,61.64973449707031,43.94499969482422,63.32375717163086,44.389610290527344,238.0720977783203,16.134000778198242,53.878936767578125,74.0658187866211,17.334999084472656,97.23500061035156,15.5767822265625,148.12745666503906,115.27932739257812,53.459999084472656,39.0,42.515960693359375,77.71833038330078,102.58999633789062,46.971412658691406,58.7599983215332,140.40243530273438,7.670000076293945,27.154401779174805,38.33747863769531,71.06571960449219,111.52830505371094,264.96044921875,53.332149505615234,50.67115020751953,553.67919921875,364.61810302734375,70.81104278564453,109.06022644042969,24.702966690063477,65.22533416748047,30.523000717163086,39.452999114990234,49.214073181152344,289.489990234375,40.76924514770508,21.99155044555664,73.1412124633789,165.74000549316406,46.37158203125,120.06763458251953,54.6727409362793,91.80575561523438,118.71094512939453,48.70568084716797,213.10000610351562,44.22999954223633,124.9000015258789,136.22109985351562,155.0836181640625,250.9600067138672,13.649999618530273,145.04165649414062,136.86000061035156,45.25349807739258,48.37099075317383,132.06175231933594,57.78929901123047,26.120738983154297,136.02999877929688
2022-06-17,129.21063232421875,99.48999786376953,23.268396377563477,360.7900085449219,136.0323944091797,185.76036071777344,167.77000427246094,60.612064361572266,77.53382110595703,87.00524139404297,81.56999969482422,210.17982482910156,106.22000122070312,33.5,,458.08477783203125,51.208805084228516,46.503353118896484,87.61000061035156,56.932491302490234,,47.8586311340332,43.0830078125,1876.1707763671875,27.525232315063477,106.58724975585938,29.643186569213867,64.04825592041016,29.709999084472656,45.68550109863281,55.47008514404297,26.660144805908203,143.08999633789062,149.43702697753906,56.49961471557617,441.9599914550781,53.00471115112305,34.63517761230469,27.696044921875,130.64442443847656,427.2114562988281,85.58464813232422,26.237499237060547,163.89999389648438,39.030269622802734,56.060001373291016,1820.9591064453125,27.521818161010742,84.12496185302734,62.76130676269531,22.323577880859375,61.689998626708984,85.62999725341797,71.28073120117188,68.80999755859375,126.1081314086914,47.396419525146484,41.89270782470703,35.992977142333984,103.9709701538086,22.193910598754883,28.391569137573242,174.61053466796875,53.79800033569336,50.473384857177734,,44.86000061035156,97.4027328491211,33.32475662231445,51.649391174316406,107.0625228881836,106.34002685546875,29.482702255249023,157.2194366455078,328.04998779296875,164.3554229736328,57.774539947509766,34.82273483276367,361.1744384765625,192.0800018310547,5.0284199714660645,31.348918914794922,30.014062881469727,300.7975158691406,26.272348403930664,277.3718566894531,40.344017028808594,278.1300048828125,140.317626953125,53.08161544799805,53.762596130371094,635.219970703125,162.60415649414062,18.1324520111084,62.3913459777832,44.060001373291016,63.54090881347656,45.37518310546875,240.67662048339844,16.760000228881836,54.60372543334961,74.1436767578125,17.551000595092773,95.39207458496094,15.855348587036133,147.6689910888672,113.88096618652344,52.459999084472656,39.11466598510742,42.910369873046875,79.22666931152344,101.85983276367188,47.17295837402344,59.0,140.42929077148438,8.239999771118164,26.948501586914062,37.181949615478516,72.73186492919922,111.68521881103516,268.1822814941406,54.69355392456055,51.61581802368164,577.7457275390625,366.9881591796875,71.91734313964844,108.85042572021484,25.167339324951172,66.07109832763672,31.68899917602539,41.284000396728516,49.925697326660156,296.17999267578125,38.25431442260742,22.843502044677734,73.37036895751953,178.5500030517578,45.21038055419922,123.26544189453125,51.657470703125,93.78520202636719,122.21308135986328,47.91347885131836,216.75999450683594,46.29999923706055,125.80999755859375,135.168212890625,158.252197265625,263.0899963378906,14.220000267028809,145.8902587890625,139.3800048828125,45.07988739013672,48.034751892089844,135.86830139160156,56.86397171020508,26.066829681396484,144.22000122070312
2022-06-20,129.21063232421875,99.48999786376953,23.377939224243164,360.7900085449219,136.0323944091797,185.76036071777344,167.77000427246094,60.034278869628906,77.53382110595703,87.00524139404297,81.56999969482422,210.17982482910156,106.22000122070312,33.5,,458.08477783203125,51.662567138671875,46.503353118896484,87.61000061035156,56.932491302490234,,48.46912384033203,42.438663482666016,1876.1707763671875,27.525232315063477,108.64584350585938,29.832000732421875,64.77523040771484,30.489999771118164,45.68550109863281,55.488975524902344,27.343482971191406,143.08999633789062,149.43702697753906,56.49961471557617,441.9599914550781,54.070594787597656,34.63517761230469,28.222810745239258,131.02462768554688,427.2114562988281,86.97744750976562,26.237499237060547,163.89999389648438,39.030269622802734,56.060001373291016,1846.776123046875,27.521818161010742,84.12496185302734,62.76130676269531,22.791467666625977,61.689998626708984,85.62999725341797,72.39960479736328,68.80999755859375,126.1081314086914,47.675662994384766,42.075504302978516,35.992977142333984,103.9709701538086,22.193910598754883,28.737327575683594,173.9642791748047,53.79800033569336,50.630130767822266,,44.86000061035156,97.46241760253906,33.72425079345703,51.649391174316406,107.0625228881836,106.34002685546875,29.600133895874023,157.2194366455078,328.04998779296875,164.6534423828125,59.02672576904297,34.82273483276367,361.1744384765625,192.0800018310547,4.972236156463623,31.348918914794922,30.014062881469727,300.7975158691406,26.631450653076172,277.3718566894531,40.344017028808594,278.1300048828125,140.317626953125,53.08161544799805,53.762596130371094,635.219970703125,162.60415649414062,18.572023391723633,64.2933578491211,44.060001373291016,63.918556213378906,45.37518310546875,240.67662048339844,16.760000228881836,54.60372543334961,76.54016876220703,17.551000595092773,98.80459594726562,15.855348587036133,147.6689910888672,113.88096618652344,52.459999084472656,39.11466598510742,43.11654281616211,79.22666931152344,101.85983276367188,47.17295837402344,59.0,140.42929077148438,8.239999771118164,27.566205978393555,37.23112106323242,72.73186492919922,111.68521881103516,268.1822814941406,55.115150451660156,54.6510124206543,577.7457275390625,366.9881591796875,71.91734313964844,110.10912322998047,25.323150634765625,66.07109832763672,31.68899917602539,42.034000396728516,50.474430084228516,296.17999267578125,39.99936294555664,22.923120498657227,74.12579345703125,178.5500030517578,46.73326110839844,123.26544189453125,52.54521560668945,93.78520202636719,122.57469940185547,49.10911178588867,216.75999450683594,46.29999923706055,125.80999755859375,135.168212890625,158.252197265625,263.0899963378906,14.220000267028809,147.33380126953125,139.3800048828125,45.79959487915039,48.33256530761719,135.86830139160156,56.86397171020508,26.435232162475586,144.22000122070312
2022-06-21,133.4436492919922,102.2699966430664,23.09495735168457,362.989990234375,139.53123474121094,191.84475708007812,166.8800048828125,60.942230224609375,78.88434600830078,92.17730712890625,83.79000091552734,213.48403930664062,108.68000030517578,35.040000915527344,,478.4075012207031,51.65291976928711,47.370323181152344,84.44000244140625,58.5540771484375,,48.36093521118164,41.776668548583984,1906.10107421875,27.99362564086914,108.33960723876953,29.70612335205078,64.77523040771484,30.43000030517578,46.46699523925781,54.89384460449219,28.026823043823242,148.13999938964844,152.90988159179688,58.71681594848633,437.4700012207031,53.99623107910156,34.42938995361328,28.757686614990234,130.8669891357422,442.9154357910156,87.44496154785156,26.489999771118164,164.63999938964844,39.70491409301758,56.06999969482422,1846.6566162109375,27.578895568847656,86.80599212646484,63.94102478027344,23.349327087402344,63.06999969482422,90.30999755859375,72.87487030029297,70.45999908447266,127.92315673828125,47.577110290527344,42.59210968017578,36.60002899169922,112.46448516845703,22.770736694335938,28.776840209960938,174.93844604492188,56.20199966430664,50.61271667480469,,45.439998626708984,98.00945281982422,33.69638442993164,53.3966178894043,111.18112182617188,110.70751190185547,29.554969787597656,157.9281463623047,332.0299987792969,164.8024444580078,59.53855895996094,35.538597106933594,368.7161865234375,194.32000732421875,5.093967914581299,31.887372970581055,30.8829402923584,315.5418395996094,26.734397888183594,285.1010437011719,41.65015411376953,276.45001220703125,136.79112243652344,54.69434356689453,54.69521713256836,656.7000122070312,155.96060180664062,18.7072811126709,64.26717376708984,45.41999816894531,63.37095260620117,46.35087966918945,246.59512329101562,17.895999908447266,55.632137298583984,75.96914672851562,17.090999603271484,98.31959533691406,16.540287017822266,148.84786987304688,116.94757080078125,51.95000076293945,39.823333740234375,42.946224212646484,83.22666931152344,104.81649017333984,48.66438674926758,63.04999923706055,143.69281005859375,8.710000038146973,27.722694396972656,37.796592712402344,72.20308685302734,114.82376098632812,274.9483642578125,55.400291442871094,53.207759857177734,584.4286499023438,374.7449951171875,72.24437713623047,110.4675064086914,25.53394889831543,67.07315063476562,32.82500076293945,42.38399887084961,50.8173942565918,302.2200012207031,41.1627311706543,22.931081771850586,74.27857971191406,183.0,46.638084411621094,127.2071304321289,53.195735931396484,95.09847259521484,122.84117126464844,49.12378692626953,237.0366668701172,47.060001373291016,128.77999877929688,138.10194396972656,161.48922729492188,270.1700134277344,14.039999961853027,147.7142333984375,138.60000610351562,46.001617431640625,48.601558685302734,134.16464233398438,57.62025451660156,26.498130798339844,150.25
2022-06-22,132.93295288085938,99.52999877929688,22.92151641845703,365.3299865722656,138.8728485107422,192.3641815185547,169.14999389648438,59.95174789428711,79.20005798339844,90.98600006103516,83.75,215.03314208984375,108.94999694824219,35.959999084472656,,469.8429260253906,51.440513610839844,46.64909744262695,86.36000061035156,59.22507095336914,,48.005455017089844,41.6530876159668,1859.4150390625,27.1119384765625,106.53620910644531,29.533048629760742,62.957740783691406,30.020000457763672,45.97294616699219,54.35539627075195,27.16522216796875,145.9600067138672,152.71852111816406,57.57904815673828,448.239990234375,53.11212921142578,34.80517578125,27.294885635375977,131.933349609375,439.9028625488281,88.7111587524414,26.612499237060547,165.7100067138672,39.19218063354492,57.81999969482422,1824.1998291015625,27.42668342590332,86.999755859375,63.686222076416016,22.61150550842285,65.1500015258789,91.08999633789062,73.56797790527344,71.5199966430664,126.58885955810547,48.05345916748047,42.4013557434082,36.679222106933594,107.21024322509766,22.81651496887207,26.1886043548584,174.81307983398438,55.6879997253418,50.9871711730957,,44.810001373291016,97.80058288574219,32.83237075805664,54.2790641784668,111.19998168945312,110.65145111083984,30.160160064697266,155.49588012695312,333.1099853515625,165.40785217285156,56.84224319458008,35.208919525146484,372.0474548339844,200.6199951171875,5.0658745765686035,31.832618713378906,31.254104614257812,312.8610534667969,26.652997970581055,284.73846435546875,40.937461853027344,277.8800048828125,131.84429931640625,54.334930419921875,55.11579895019531,677.4000244140625,154.76890563964844,18.326875686645508,63.56047439575195,45.369998931884766,62.3607177734375,45.72012710571289,246.00234985351562,17.090999603271484,55.18159103393555,75.22512817382812,17.888999938964844,98.50477600097656,16.334604263305664,146.84564208984375,115.64733123779297,51.0099983215332,40.5880012512207,43.50197982788086,82.38666534423828,104.2305679321289,48.123104095458984,60.36000061035156,144.87301635742188,9.010000228881836,27.146167755126953,36.8541374206543,72.80170440673828,112.76525115966797,274.5473327636719,55.17822265625,53.2602424621582,583.6032104492188,375.44036865234375,70.04147338867188,109.46231842041016,25.55227279663086,67.38572692871094,33.854000091552734,43.86399841308594,50.00286865234375,301.239990234375,39.01563262939453,22.668333053588867,73.70990753173828,185.39999389648438,42.18367385864258,128.6562957763672,51.1064567565918,95.58381652832031,123.65961456298828,48.793701171875,236.086669921875,45.380001068115234,128.60000610351562,137.32806396484375,162.62364196777344,272.30999755859375,13.970000267028809,149.5089569091797,136.58999633789062,45.357666015625,47.592830657958984,134.42747497558594,58.52778625488281,26.21059799194336,149.11000061035156
2022-06-23,135.80076599121094,95.72000122070312,21.963037490844727,376.6400146484375,136.88827514648438,195.3136444091797,183.41000366210938,57.37465286254883,81.04173278808594,90.34673309326172,82.43000030517578,217.67471313476562,112.44000244140625,38.13999938964844,,469.8429260253906,51.51774597167969,46.69422912597656,91.02999877929688,60.063819885253906,,48.04409408569336,42.1650390625,1805.51708984375,26.322092056274414,103.72054290771484,30.225351333618164,61.07564163208008,31.420000076293945,45.79329299926758,55.592891693115234,27.185029983520508,151.05999755859375,151.2738800048828,57.034461975097656,455.1300048828125,51.50091552734375,34.993072509765625,26.1765079498291,131.85919189453125,454.28692626953125,86.76885986328125,27.540000915527344,174.89999389648438,38.616493225097656,59.380001068115234,1868.099853515625,27.31252670288086,88.77015686035156,63.591819763183594,20.802949905395508,70.2699966430664,100.5999984741211,73.49867248535156,75.20999908447266,126.52017974853516,49.06364059448242,42.09934997558594,37.15432357788086,101.37786865234375,23.091188430786133,22.928611755371094,170.04824829101562,56.79999923706055,51.69254684448242,,43.65999984741211,100.6551284790039,33.594181060791016,55.22328567504883,111.84564971923828,111.40028381347656,30.413066864013672,152.73123168945312,355.6199951171875,167.52198791503906,53.2227668762207,35.237178802490234,391.4977722167969,204.5,4.813050270080566,32.13378143310547,31.928956985473633,309.2159729003906,26.887619018554688,283.2402648925781,40.78837966918945,286.3299865722656,128.55931091308594,53.3672981262207,55.810699462890625,698.6400146484375,157.64877319335938,18.11554527282715,63.77857971191406,46.09000015258789,63.67308044433594,45.59199905395508,251.57095336914062,18.83099937438965,55.06407165527344,72.1624755859375,18.17099952697754,90.41876983642578,16.199811935424805,143.62709045410156,121.49593353271484,50.470001220703125,41.87933349609375,44.69419860839844,83.84500122070312,105.74492645263672,46.977169036865234,64.2300033569336,146.72381591796875,9.460000038146973,27.2614688873291,35.53673553466797,73.63976287841797,110.85444641113281,278.6361389160156,56.1197624206543,53.83755111694336,604.0398559570312,386.1549072265625,71.16698455810547,107.81900787353516,26.06552505493164,69.13240814208984,36.382999420166016,47.21699905395508,49.63418960571289,309.25,36.552024841308594,22.668333053588867,71.30779266357422,193.25999450683594,38.29081344604492,131.33242797851562,46.98917770385742,97.154052734375,126.19104766845703,48.70568084716797,235.07000732421875,47.470001220703125,130.0500030517578,136.01412963867188,167.20046997070312,283.5,14.119999885559082,152.6009979248047,142.19000244140625,45.7175178527832,46.35352325439453,136.65689086914062,59.862422943115234,25.860164642333984,162.75999450683594
2022-06-24,139.13027954101562,103.51000213623047,22.11821746826172,387.7200012207031,140.79161071777344,202.92843627929688,192.47999572753906,58.18171310424805,82.0853271484375,94.29845428466797,87.08000183105469,219.7163543701172,116.45999908447266,39.630001068115234,,498.6431579589844,53.26525115966797,47.87057113647461,96.16000366210938,62.34708786010742,,48.901878356933594,42.173858642578125,1899.9617919921875,26.147592544555664,104.76686096191406,30.875699996948242,61.03524398803711,32.13999938964844,47.62574768066406,57.13267517089844,28.729969024658203,157.6199951171875,157.22457885742188,57.64711380004883,463.1199951171875,52.26107406616211,35.40464782714844,26.395322799682617,136.07827758789062,463.2483825683594,88.76972198486328,28.219999313354492,184.99000549316406,39.66893005371094,62.849998474121094,1937.180419921875,28.130666732788086,91.83386993408203,66.30992889404297,21.85569190979004,74.11000061035156,107.4800033569336,74.21156311035156,77.66999816894531,127.73673248291016,49.1129150390625,42.798744201660156,38.08692169189453,101.76895904541016,23.75957489013672,25.566242218017578,172.2860107421875,59.130001068115234,52.049591064453125,,45.88999938964844,103.17151641845703,34.328125,55.66450119018555,117.65557098388672,117.09030151367188,30.593719482421875,157.49937438964844,361.4800109863281,168.03427124023438,55.22444534301758,36.36748504638672,407.9783020019531,209.6699981689453,4.831777572631836,32.635738372802734,32.392921447753906,327.3836364746094,27.462190628051758,289.3473205566406,43.29966354370117,293.3599853515625,134.67520141601562,55.827857971191406,57.28276824951172,739.4600219726562,168.97962951660156,18.529756546020508,65.09603881835938,47.290000915527344,65.03264617919922,47.52370071411133,260.1620788574219,20.54400062561035,57.23841857910156,73.13351440429688,19.084999084472656,91.22119903564453,17.099414825439453,149.06301879882812,126.45155334472656,52.970001220703125,42.604000091552734,45.80571746826172,85.11833190917969,110.36017608642578,48.49163818359375,65.95999908447266,148.53887939453125,10.1899995803833,27.747400283813477,36.45892333984375,77.50083923339844,115.47914123535156,288.1832275390625,56.99025344848633,54.60728073120117,609.11181640625,399.30816650390625,74.58199310302734,108.68435668945312,26.358800888061523,71.80762481689453,38.52299880981445,49.70899963378906,50.62876510620117,317.4700012207031,38.10889434814453,23.002744674682617,71.07860565185547,205.32000732421875,38.89044189453125,132.4337921142578,48.88710403442383,99.09539794921875,127.70421600341797,49.00642013549805,245.7066650390625,49.4900016784668,133.6199951171875,140.3427734375,169.17593383789062,292.54998779296875,14.279999732971191,154.35670471191406,152.0500030517578,46.53192901611328,47.33344268798828,138.10745239257812,61.001304626464844,26.309436798095703,170.82000732421875
2022-06-27,139.13027954101562,101.5,22.382944107055664,381.07000732421875,141.63807678222656,202.48321533203125,185.8699951171875,59.15385818481445,83.29556274414062,94.54058074951172,86.16000366210938,219.250732421875,113.22000122070312,38.34000015258789,,491.6559753417969,53.42938995361328,47.552738189697266,96.79000091552734,61.9836311340332,,49.095088958740234,42.82703399658203,1865.7120361328125,27.038467407226562,106.02581787109375,30.891433715820312,62.109588623046875,32.04999923706055,47.67964172363281,56.80205154418945,29.284564971923828,154.4499969482422,158.6022491455078,57.78325653076172,464.3599853515625,52.72993850708008,35.63727951049805,27.854076385498047,135.40138244628906,460.74267578125,88.78923034667969,28.0625,181.92999267578125,39.37209701538086,61.68000030517578,1934.645263671875,27.892833709716797,92.01068115234375,65.97960662841797,22.719486236572266,71.19999694824219,105.19999694824219,75.01359558105469,76.5999984741211,123.22374725341797,49.498924255371094,43.180240631103516,38.61479949951172,105.75641632080078,23.516942977905273,26.55411720275879,173.49166870117188,58.849998474121094,52.92042541503906,,45.41999816894531,102.90296936035156,34.616127014160156,55.44388961791992,115.75431060791016,114.96485137939453,30.79244613647461,155.98583984375,359.0299987792969,170.18565368652344,56.97020721435547,36.38631820678711,395.37615966796875,207.94000244140625,4.934780597686768,32.754364013671875,32.612239837646484,326.50604248046875,27.390371322631836,282.6964111328125,43.26118469238281,287.4800109863281,135.44810485839844,55.91079330444336,57.26448059082031,717.3099975585938,168.31427001953125,18.7072811126709,65.35778045654297,47.10499954223633,65.04209899902344,46.96193313598633,257.4311828613281,19.67300033569336,57.57142639160156,73.77213287353516,18.913999557495117,95.06580352783203,16.84281349182129,148.63265991210938,127.59966278076172,54.16999816894531,42.7413330078125,45.294769287109375,83.64666748046875,110.56751251220703,48.26705551147461,64.73999786376953,148.73561096191406,9.619999885559082,28.035661697387695,37.3481559753418,75.76485443115234,117.3991928100586,286.0703430175781,57.549861907958984,54.07371520996094,599.0775146484375,390.55242919921875,73.43724822998047,109.06022644042969,26.23049545288086,71.41230773925781,37.32099914550781,48.06999969482422,50.62876510620117,311.8599853515625,39.315032958984375,23.130138397216797,72.02079010009766,202.2100067138672,40.146820068359375,131.91207885742188,52.04777526855469,99.26671600341797,127.8755111694336,50.08469772338867,244.9199981689453,47.84000015258789,129.2100067138672,140.0457763671875,170.26145935058594,287.32000732421875,14.079999923706055,154.6200714111328,148.0500030517578,46.70870590209961,47.97710037231445,139.5872802734375,61.68640899658203,26.561025619506836,164.22999572753906
2022-06-28,134.985595703125,97.52999877929688,21.807849884033203,365.6300048828125,139.6629180908203,198.5413360595703,176.80999755859375,57.34714126586914,83.38323974609375,92.03202819824219,80.77999877929688,218.0508270263672,107.4000015258789,36.25,,474.5945739746094,51.53705978393555,46.87007522583008,95.0,61.44309997558594,,48.747337341308594,42.29743576049805,1808.822998046875,27.61707305908203,106.0598373413086,30.44563102722168,61.90764236450195,31.799999237060547,46.87120819091797,57.12323760986328,28.81909942626953,150.1199951171875,152.4697723388672,56.48017501831055,457.0299987792969,52.67132568359375,35.01096725463867,29.106172561645508,132.57318115234375,448.1755676269531,88.09626770019531,27.212499618530273,174.19000244140625,38.73343276977539,60.34000015258789,1930.8974609375,27.721595764160156,89.97142791748047,64.28080749511719,23.556278228759766,67.44999694824219,97.31999969482422,74.27098083496094,74.69999694824219,120.55522155761719,49.76994323730469,43.49816131591797,38.60600280761719,110.35598754882812,22.509790420532227,26.72205924987793,170.76202392578125,57.290000915527344,53.44291687011719,,44.369998931884766,102.13712310791016,34.59754943847656,54.89677429199219,111.73347473144531,111.16754150390625,31.04535675048828,153.93858337402344,349.2099914550781,169.77584838867188,58.0761604309082,35.58568572998047,377.37164306640625,201.99000549316406,4.588315486907959,32.407569885253906,31.827728271484375,318.3093566894531,27.29460906982422,279.9674072265625,42.1522331237793,278.55999755859375,133.9988555908203,54.786502838134766,56.43243408203125,665.0,159.56536865234375,19.020051956176758,65.11348724365234,45.404998779296875,64.06961059570312,44.66558074951172,249.25802612304688,18.61199951171875,56.67033004760742,74.11328125,17.959999084472656,96.11515045166016,15.957192420959473,144.29136657714844,123.01695251464844,52.810001373291016,42.03466796875,44.41631317138672,81.98500061035156,108.06157684326172,47.915794372558594,62.959999084472656,146.64337158203125,9.3100004196167,27.78858184814453,38.039798736572266,71.65435028076172,121.4792709350586,277.3547058105469,56.11088180541992,53.89002990722656,591.1414794921875,383.6183166503906,70.01260375976562,109.5584487915039,25.47895622253418,70.18043518066406,35.0260009765625,45.104000091552734,50.94599533081055,303.6700134277344,40.31586837768555,22.74795150756836,71.95287322998047,192.60000610351562,40.6988525390625,128.5210418701172,54.818145751953125,96.33561706542969,124.06885528564453,50.57615280151367,232.663330078125,44.150001525878906,126.18000030517578,138.73187255859375,165.2152099609375,276.1700134277344,13.65999984741211,152.7570343017578,144.25,46.55402755737305,46.872310638427734,139.5288543701172,62.273658752441406,26.471172332763672,154.9199981689453
