Date,returns,HMM Prob(R0),HMM Prob(R1),Signal [RF],signal
2018-03-29,0.01277766133161129,0.1,0.9,0.6252946776242398,2.0
2018-04-02,-0.021584704320222747,0.1,0.9,0.5330376528768905,2.0
2018-04-03,0.012816961424815254,0.1,0.9,0.6246712050947619,2.0
2018-04-04,0.010699025659015371,0.1,0.9,0.540492157338718,2.0
2018-04-05,0.00789219451213996,0.1,0.9,0.5171716083613357,2.0
2018-04-06,-0.022285893783254185,0.1,0.9,0.5133632813045855,2.0
2018-04-09,0.004928353737744251,0.1,0.9,0.6213918952399452,2.0
2018-04-10,0.0159002635856742,0.9,0.1,0.5538939316424726,1.0
2018-04-11,-0.005242107263013884,0.9,0.1,0.5065874961755759,1.0
2018-04-12,0.008227108742189237,0.9,0.1,0.5168806768999773,1.0
2018-04-13,-0.0029332448556358415,0.9,0.1,0.4800242766177967,0.0
2018-04-16,0.008221862064102359,0.9,0.1,0.5619197668219752,1.0
2018-04-17,0.01069839293537167,0.9,0.1,0.5038933414607759,1.0
2018-04-18,0.0007404317215133904,0.9,0.1,0.4899247063701177,0.0
2018-04-19,-0.00554766869584411,0.9,0.1,0.557668176544866,1.0
2018-04-20,-0.008479508078960252,0.9,0.1,0.5529856118207341,1.0
2018-04-23,-0.0001496626922334876,0.9,0.1,0.5793218513608158,0.0
2018-04-24,-0.013467343143675481,0.9,0.1,0.5778980181596715,0.0
2018-04-25,0.0024716594518383594,0.9,0.1,0.6476853414250371,0.0
2018-04-26,0.010165491423371309,0.9,0.1,0.5637861303047582,0.0
2018-04-27,0.0009389598112434783,0.9,0.1,0.5074715773204495,1.0
2018-04-30,-0.007690714763504469,0.9,0.1,0.5655004913762984,0.0
2018-05-01,0.0017767817408658182,0.9,0.1,0.603027989032065,0.0
2018-05-02,-0.00671735052160205,0.9,0.1,0.5056784158425984,0.0
2018-05-03,-0.002203703855914174,0.9,0.1,0.6243235507841985,0.0
2018-05-04,0.012946440946389082,0.9,0.1,0.6222011386483535,1.0
2018-05-07,0.0033833980115129947,0.9,0.1,0.5561221952946518,1.0
2018-05-08,0.0,0.9,0.1,0.48625805830021507,0.0
2018-05-09,0.009665571508820081,0.9,0.1,0.4989918534318098,0.0
2018-05-10,0.009350573695143805,0.9,0.1,0.46116681362497425,0.0
2018-05-11,0.0030511225877811743,0.9,0.1,0.4765596612270513,0.0
2018-05-14,0.00047679010078782724,0.9,0.1,0.46488310836050023,0.0
2018-05-15,-0.0068870474901168155,0.9,0.1,0.5483085029102589,1.0
2018-05-16,0.004205191881552217,0.9,0.1,0.5780085266475835,1.0
2018-05-17,-0.0008448448382792906,0.9,0.1,0.45858016150889985,0.0
2018-05-18,-0.0025000047340206777,0.9,0.1,0.5644429605803338,1.0
2018-05-21,0.007518431594991437,0.9,0.1,0.564029387663819,1.0
2018-05-22,-0.0027799937922285967,0.9,0.1,0.4932330096014607,0.0
2018-05-23,0.0027510255726344024,0.9,0.1,0.5449418251462199,1.0
2018-05-24,-0.0020481873604668577,0.9,0.1,0.5051034341167996,1.0
2018-05-25,-0.002383190407573621,0.9,0.1,0.5731403836720961,1.0
2018-05-29,-0.011500973539767645,0.9,0.1,0.533833046887974,0.0
2018-05-30,0.01334495486455789,0.9,0.1,0.6402770370293537,1.0
2018-05-31,-0.006126259351550312,0.9,0.1,0.5058862029945084,0.0
2018-06-01,0.009817911333800167,0.9,0.1,0.6386550589827981,1.0
2018-06-04,0.004751378615187818,0.9,0.1,0.5041560731366033,1.0
2018-06-05,0.0007278080380537233,0.9,0.1,0.5013061390790184,1.0
2018-06-06,0.008360428673167775,0.9,0.1,0.5442078370028579,1.0
2018-06-07,-0.00010819041017040565,0.9,0.1,0.5163220106519206,1.0
2018-06-08,0.0029562452429447994,0.9,0.1,0.6133394182784441,1.0
2018-06-11,0.0013300244218406032,0.9,0.1,0.5314210459615968,1.0
2018-06-12,0.0012926321447017664,0.9,0.1,0.5551881162803635,1.0
2018-06-13,-0.0031912748306702765,0.9,0.1,0.5779991666817134,1.0
2018-06-14,0.002517694103439272,0.9,0.1,0.5945107074537155,1.0
2018-06-15,-0.0012750891499830885,0.9,0.1,0.5424091146591047,1.0
2018-06-18,-0.002057118101695621,0.9,0.1,0.522548240298882,1.0
2018-06-19,-0.0038331022058817332,0.9,0.1,0.5460012279692702,2.0
2018-06-20,0.0017061579147796824,0.9,0.1,0.5944215523979485,2.0
2018-06-21,-0.0062687721585329426,0.9,0.1,0.5582492390035037,2.0
2018-06-22,0.0018233183683775689,0.9,0.1,0.6467576197212634,2.0
2018-06-25,-0.013612982309468835,0.9,0.1,0.6006504979682835,2.0
2018-06-26,0.0022139643743601667,0.9,0.1,0.6948759156291554,2.0
2018-06-27,-0.008283994399216232,0.9,0.1,0.6088296323349086,2.0
2018-06-28,0.005717690000188513,0.9,0.1,0.6862401609180141,2.0
2018-06-29,0.0014393261951941572,0.9,0.1,0.571966759736315,2.0
2018-07-02,0.002138086731821476,0.9,0.1,0.6642435337618052,2.0
2018-07-03,-0.003531312815806098,0.9,0.1,0.5142442729385888,2.0
2018-07-05,0.008158008026643015,0.1,0.9,0.6512580781778595,2.0
2018-07-06,0.008458241049105197,0.1,0.9,0.4896189641851431,2.0
2018-07-09,0.009004300827428757,0.1,0.9,0.49456529782923353,2.0
2018-07-10,0.0035981791925343565,0.1,0.9,0.49959081611058254,2.0
2018-07-11,-0.007314211274840776,0.1,0.9,0.48290272433780906,2.0
2018-07-12,0.00906618834231332,0.1,0.9,0.6100666625522496,2.0
2018-07-13,0.0007874205076972007,0.1,0.9,0.48187336232558126,2.0
2018-07-16,-0.0008938474671091878,0.1,0.9,0.5288211238556112,2.0
2018-07-17,0.004045033775208928,0.1,0.9,0.5624049759473415,2.0
2018-07-18,0.0021034364172580755,0.1,0.9,0.46433833920027856,2.0
2018-07-19,-0.003771427014570894,0.1,0.9,0.4477923443343775,2.0
2018-07-20,-0.001143006232143251,0.1,0.9,0.5674811763022278,2.0
2018-07-23,0.0018593577723007293,0.1,0.9,0.5614712103444449,2.0
2018-07-24,0.005031945524762493,0.1,0.9,0.4612469919639805,2.0
2018-07-25,0.008522506560022958,0.1,0.9,0.529094731510807,2.0
2018-07-26,-0.0023591768519011236,0.1,0.9,0.5005309166081177,2.0
2018-07-27,-0.006775869718850469,0.1,0.9,0.5738135580457595,2.0
2018-07-30,-0.005223863327778577,0.1,0.9,0.6325120762653217,2.0
2018-07-31,0.00492934764524211,0.1,0.9,0.6441338329786839,2.0
2018-08-01,-0.0016703150887924512,0.1,0.9,0.5153108148430499,2.0
2018-08-02,0.00544734384400658,0.9,0.1,0.6450043173248784,1.0
2018-08-03,0.0042849826710393835,0.9,0.1,0.5377577199372265,1.0
2018-08-06,0.003667193427185911,0.9,0.1,0.45786088502315464,2.0
2018-08-07,0.0033021422309942317,0.9,0.1,0.48206923718992445,2.0
2018-08-08,-0.00042052174862350356,0.9,0.1,0.47976757952947074,2.0
2018-08-09,-0.001365743776192585,0.9,0.1,0.516423121711478,1.0
2018-08-10,-0.0066997917793526485,0.9,0.1,0.5530836486762952,1.0
2018-08-13,-0.003743878666024547,0.9,0.1,0.637344006915516,2.0
2018-08-14,0.006381034668708985,0.9,0.1,0.6720807848507996,2.0
2018-08-15,-0.007467458147832451,0.9,0.1,0.5117785589731876,2.0
2018-08-16,0.008090987578601716,0.9,0.1,0.6917294219890695,1.0
2018-08-17,0.003520693052428747,0.9,0.1,0.5420535549535461,1.0
2018-08-20,0.0021398423267131594,0.9,0.1,0.48747082084637555,2.0
2018-08-21,0.002345348111695067,0.9,0.1,0.4813551678830269,2.0
2018-08-22,-0.0005937698517730627,0.9,0.1,0.5045525746668077,1.0
2018-08-23,-0.0013275328680258935,0.9,0.1,0.4900866658739566,2.0
2018-08-24,0.0060180827768527845,0.9,0.1,0.5359487173237852,1.0
2018-08-27,0.007895375777938751,0.9,0.1,0.4641827389885471,2.0
2018-08-28,0.0004832029750958533,0.9,0.1,0.489856137041371,2.0
2018-08-29,0.005380701143102629,0.9,0.1,0.543997357787025,1.0
2018-08-30,-0.00404843817473477,0.1,0.9,0.5143419363133968,2.0
2018-08-31,3.462090520955918e-05,0.1,0.9,0.6331397033491345,2.0
2018-09-04,-0.0017219182661697419,0.1,0.9,0.5511979309698809,2.0
2018-09-05,-0.002691783690055627,0.1,0.9,0.5823018515564696,2.0
2018-09-06,-0.0030099954700448794,0.1,0.9,0.6565925846459333,2.0
2018-09-07,-0.0019433218168688482,0.1,0.9,0.6778317625224617,2.0
2018-09-10,0.0017384999405680723,0.1,0.9,0.5974003728600893,2.0
2018-09-11,0.0032972512069235904,0.1,0.9,0.566802968402071,2.0
2018-09-12,0.00024256647870823933,0.1,0.9,0.5262941562079116,2.0
2018-09-13,0.00591418350534112,0.1,0.9,0.5408213112909028,2.0
2018-09-14,0.00017196623584592174,0.1,0.9,0.5155223319976564,2.0
2018-09-17,-0.005294192101560902,0.1,0.9,0.5594456131543056,2.0
2018-09-18,0.005426104446662139,0.1,0.9,0.6442931127870491,2.0
2018-09-19,0.0010657093418489083,0.1,0.9,0.531587236838546,2.0
2018-09-20,0.008103281951858943,0.1,0.9,0.524565108005667,2.0
2018-09-21,-0.0009132590235708671,0.1,0.9,0.5311302240603365,2.0
2018-09-24,-0.003322229321351511,0.1,0.9,0.6114994465679053,2.0
2018-09-25,-0.0009276651546258341,0.1,0.9,0.5555003739840021,2.0
2018-09-26,-0.002991931779929069,0.1,0.9,0.5696352014240768,2.0
2018-09-27,0.002794056220637442,0.1,0.9,0.6571762514560165,2.0
2018-09-28,0.00010325593352855655,0.1,0.9,0.5988165228544098,2.0
2018-10-01,0.0034744024299395715,0.1,0.9,0.6138291651353609,2.0
2018-10-02,-0.0005832641679240913,0.1,0.9,0.5293003408625466,2.0
2018-10-03,0.0005491718943044788,0.1,0.9,0.5035228990295187,2.0
2018-10-04,-0.007816008819257703,0.1,0.9,0.6007202030098558,2.0
2018-10-05,-0.0055969618407670785,0.1,0.9,0.7084646284260226,2.0
2018-10-08,0.0,0.1,0.9,0.7017885903277921,2.0
2018-10-09,-0.0014590518976720368,0.1,0.9,0.6337166959011021,2.0
2018-10-10,-0.031663285458840784,0.1,0.9,0.6531406105579577,2.0
2018-10-11,-0.022026328828619546,0.1,0.9,0.7078353756889967,2.0
2018-10-12,0.013888282810121,0.1,0.9,0.6962838501729842,2.0
2018-10-15,-0.005616832974646768,0.1,0.9,0.6530586882735161,2.0
2018-10-16,0.02186555954700653,0.1,0.9,0.6954125999582449,2.0
2018-10-17,0.0001785906738165366,0.1,0.9,0.6135557607060866,2.0
2018-10-18,-0.014441480194687939,0.1,0.9,0.6232075843225794,2.0
2018-10-19,-0.000542356003096045,0.1,0.9,0.6612225924603784,2.0
2018-10-22,-0.004488845271547803,0.1,0.9,0.6421098295650908,2.0
2018-10-23,-0.0050909353248704825,0.1,0.9,0.6371620618404239,2.0
2018-10-24,-0.030298181433739746,0.1,0.9,0.6510465295918253,2.0
2018-10-25,0.01794041742778285,0.1,0.9,0.6948564337202959,2.0
2018-10-26,-0.017587186207711714,0.9,0.1,0.6232175773063053,0.0
2018-10-29,-0.0055406243512867714,0.9,0.1,0.6939789123140647,0.0
2018-10-30,0.014818689296659526,0.9,0.1,0.6978062322087079,0.0
2018-10-31,0.010680594137359334,0.9,0.1,0.6232175773063054,0.0
2018-11-01,0.01064179005099275,0.9,0.1,0.6065124082192661,1.0
2018-11-02,-0.0059228825205071,0.9,0.1,0.5703307981845895,1.0
2018-11-05,0.00551715281420595,0.9,0.1,0.6627255692138029,1.0
2018-11-06,0.00632760757854034,0.9,0.1,0.570245158737598,1.0
2018-11-07,0.021409180369154734,0.9,0.1,0.5695988201800146,1.0
2018-11-08,-0.0018148485150691895,0.9,0.1,0.5725432505711038,1.0
2018-11-09,-0.009768512466404866,0.9,0.1,0.5943782887268075,1.0
2018-11-12,-0.018685150189856947,0.9,0.1,0.6464775288722256,0.0
2018-11-13,-0.0018711695927388083,0.9,0.1,0.6765897807652181,0.0
2018-11-14,-0.006836812375397794,0.9,0.1,0.6707809746106159,0.0
2018-11-15,0.010436994802945243,0.9,0.1,0.6890646472195939,0.0
2018-11-16,0.002600573650636484,0.9,0.1,0.6122057832286455,0.0
2018-11-19,-0.016914679046160952,0.9,0.1,0.6314141787511205,0.0
2018-11-20,-0.018505872237404075,0.9,0.1,0.6786619881916212,0.0
2018-11-21,0.0034076230022477283,0.9,0.1,0.6985147058338482,0.0
2018-11-23,-0.0066789079605070745,0.9,0.1,0.620952376486838,0.0
2018-11-26,0.01614446162483585,0.9,0.1,0.6173206954973114,0.0
2018-11-27,0.0033642478079656257,0.9,0.1,0.5975009189764988,0.0
2018-11-28,0.023025414060338534,0.9,0.1,0.5937692407372542,1.0
2018-11-29,-0.0021853523328334568,0.9,0.1,0.5830637076173296,1.0
2018-11-30,0.006095497493715074,0.9,0.1,0.605063163765634,1.0
2018-12-03,0.013241465100736205,0.9,0.1,0.5877733911237595,1.0
2018-12-04,-0.0324025660672268,0.9,0.1,0.6281035619091968,1.0
2018-12-06,-0.0015172663818712184,0.9,0.1,0.6669463007041243,2.0
2018-12-07,-0.02323574244156712,0.9,0.1,0.6380181674968856,2.0
2018-12-10,0.0018969742344236984,0.9,0.1,0.6990365390489474,2.0
2018-12-11,0.00022752292868588597,0.9,0.1,0.629956067997758,2.0
2018-12-12,0.0050352235666062395,0.9,0.1,0.6949837474153725,2.0
2018-12-13,-0.00033920887286309487,0.9,0.1,0.664326166086331,2.0
2018-12-14,-0.018464559015088478,0.9,0.1,0.6741238360334627,2.0
2018-12-17,-0.019618432418565535,0.9,0.1,0.6867045457047251,2.0
2018-12-18,-0.0010965233028193966,0.9,0.1,0.6978062322087079,2.0
2018-12-19,-0.014975675034389013,0.9,0.1,0.6861737430064212,2.0
2018-12-20,-0.01627808718355772,0.9,0.1,0.6978062322087079,2.0
2018-12-21,-0.020489522760640533,0.9,0.1,0.6978062322087079,2.0
2018-12-24,-0.026423002213730062,0.9,0.1,0.6978062322087079,2.0
2018-12-26,0.05052497687243074,0.1,0.9,0.7045968515522595,2.0
2018-12-27,0.007677214768437413,0.1,0.9,0.6320503627110694,2.0
2018-12-28,-0.0012899499356764377,0.1,0.9,0.6298454659238143,2.0
2018-12-31,0.00875903596934946,0.1,0.9,0.6760155343405776,2.0
2019-01-02,0.0010401734944678331,0.1,0.9,0.6085157875553684,2.0
2019-01-03,-0.02386275240613478,0.1,0.9,0.5953583623080551,2.0
2019-01-04,0.03349579567304173,0.1,0.9,0.685448678276681,2.0
2019-01-07,0.007884510913733322,0.1,0.9,0.5945854901925556,2.0
2019-01-08,0.009395404896862747,0.1,0.9,0.5800794166660076,2.0
2019-01-09,0.004673543711867678,0.1,0.9,0.5888192851134089,2.0
2019-01-10,0.0035276246110080844,0.1,0.9,0.5671199802338993,2.0
2019-01-11,0.00038619502430514707,0.1,0.9,0.5669310663524318,2.0
2019-01-14,-0.006101028155943489,0.1,0.9,0.5592883760490559,2.0
2019-01-15,0.011460759698989076,0.1,0.9,0.5737919229545123,2.0
2019-01-16,0.0024199415713057615,0.1,0.9,0.5595059522153938,2.0
2019-01-17,0.007586753442796468,0.1,0.9,0.5496081177920656,2.0
2019-01-18,0.013309936158702795,0.1,0.9,0.55602051689234,2.0
2019-01-22,-0.013510444682351963,0.1,0.9,0.5560910446611731,2.0
2019-01-23,0.0020922983457449806,0.1,0.9,0.6166156034352701,2.0
2019-01-24,0.0005315033929260693,0.1,0.9,0.5556568535656933,2.0
2019-01-25,0.008461794127837763,0.1,0.9,0.5437392539021975,2.0
2019-01-28,-0.007600456494577412,0.1,0.9,0.5488319689404295,2.0
2019-01-29,-0.00132718738188764,0.1,0.9,0.6032473963886056,2.0
2019-01-30,0.015830786171612488,0.1,0.9,0.544865045481699,2.0
2019-01-31,0.008782655281586171,0.1,0.9,0.5527902929372019,2.0
2019-02-01,0.0004817519300315265,0.1,0.9,0.5424757943708678,2.0
2019-02-04,0.007035315388994379,0.1,0.9,0.5458026455726087,2.0
2019-02-05,0.004191811272513224,0.1,0.9,0.5253400537203246,2.0
2019-02-06,-0.0013181585696443454,0.1,0.9,0.5374568706554517,2.0
2019-02-07,-0.009533102686049122,0.1,0.9,0.5333642104986821,2.0
2019-02-08,0.0012216981711035135,0.1,0.9,0.6174571202331758,2.0
2019-02-11,0.0005544691684806757,0.1,0.9,0.5637017827568103,2.0
2019-02-12,0.012859681705405857,0.1,0.9,0.5829548049041758,2.0
2019-02-13,0.0032465897353353146,0.1,0.9,0.5183574861635859,2.0
2019-02-14,-0.002217902030654084,0.1,0.9,0.5140588272643899,2.0
2019-02-15,0.010897012891784685,0.1,0.9,0.5433555840334812,2.0
2019-02-19,0.0017306510275405529,0.1,0.9,0.5245716700185602,2.0
2019-02-20,0.00201534072415388,0.1,0.9,0.5222223501831106,2.0
2019-02-21,-0.0035561644731233466,0.1,0.9,0.5313513981787217,2.0
2019-02-22,0.006200586825137133,0.1,0.9,0.5338805294863481,2.0
2019-02-25,0.0013614510395481005,0.1,0.9,0.6009987208400599,2.0
2019-02-26,-0.0007157191064561808,0.1,0.9,0.5934626391134888,2.0
2019-02-27,-0.0004295210053456566,0.1,0.9,0.5424347262155893,2.0
2019-02-28,-0.0018627845648206964,0.1,0.9,0.5508906289437814,2.0
2019-03-01,0.006243876558707839,0.1,0.9,0.556640357862035,2.0
2019-03-04,-0.003637693234355144,0.1,0.9,0.5351627882287716,2.0
2019-03-05,-0.0013600636323053417,0.1,0.9,0.652068727762542,2.0
2019-03-06,-0.006056806257137559,0.1,0.9,0.5784324812324124,2.0
2019-03-07,-0.008365308372805136,0.1,0.9,0.6699408571084201,2.0
2019-03-08,-0.001999983022319851,0.1,0.9,0.685001808131879,2.0
2019-03-11,0.01450118265237732,0.1,0.9,0.6524602045363495,2.0
2019-03-12,0.0037711594971236995,0.1,0.9,0.6033574330658972,2.0
2019-03-13,0.006619146667683484,0.1,0.9,0.5713497724267081,2.0
2019-03-14,-0.0006398961735086806,0.1,0.9,0.518681856518133,2.0
2019-03-15,0.004940920920175396,0.1,0.9,0.4974455910251973,2.0
2019-03-18,0.0036257281931231233,0.1,0.9,0.5099746180072671,2.0
2019-03-19,0.0002477501151654238,0.1,0.9,0.4998614176219884,2.0
2019-03-20,-0.003010017706793433,0.1,0.9,0.5230156367066906,2.0
2019-03-21,0.011295039368788062,0.1,0.9,0.5225538048960929,2.0
2019-03-22,-0.019246622194764806,0.1,0.9,0.5345938175716708,2.0
2019-03-25,-0.0007517497754069291,0.9,0.1,0.6045033944132316,0.0
2019-03-26,0.007454162876872061,0.9,0.1,0.6299265567602198,0.0
2019-03-27,-0.005229519254008386,0.9,0.1,0.575861832578905,0.0
2019-03-28,0.00379059358462297,0.9,0.1,0.624569560681077,0.0
2019-03-29,0.006305278738944153,0.9,0.1,0.5720748135354928,1.0
2019-04-01,0.011859698905743787,0.9,0.1,0.5513038087814521,1.0
2019-04-02,0.0004897863171662298,0.9,0.1,0.5248440447579104,1.0
2019-04-03,0.0015738285307866917,0.9,0.1,0.5289646407353319,1.0
2019-04-04,0.0026528752124288513,0.9,0.1,0.5253299832513777,1.0
2019-04-05,0.00484047271878052,0.9,0.1,0.5189223187478315,1.0
2019-04-08,0.0007623728882411029,0.9,0.1,0.5391950142534746,1.0
2019-04-09,-0.00512527112089356,0.9,0.1,0.5214842984065763,1.0
2019-04-10,0.003411079383745186,0.9,0.1,0.5327760853740651,1.0
2019-04-11,-0.0002773896257448616,0.9,0.1,0.5052524027212354,1.0
2019-04-12,0.006765907139855809,0.9,0.1,0.5113371978853604,1.0
2019-04-15,-0.0006548737536676841,0.9,0.1,0.5199245395630638,1.0
2019-04-16,0.000655302894333909,0.9,0.1,0.5290532510291438,1.0
2019-04-17,-0.002446634348261867,0.9,0.1,0.5152245240553047,1.0
2019-04-18,0.0019690906304219435,0.9,0.1,0.5422407848048131,1.0
2019-04-22,0.0008619328923511471,0.9,0.1,0.5203404502052983,1.0
2019-04-23,0.008991962530491504,0.1,0.9,0.3683392963850618,2.0
2019-04-24,-0.002219647195825014,0.1,0.9,0.37469874881405313,2.0
2019-04-25,-0.0006159999059400789,0.1,0.9,0.3685927659352702,2.0
2019-04-26,0.004656641732358802,0.1,0.9,0.36331060575391483,2.0
2019-04-29,0.0015679039488056823,0.1,0.9,0.3678188816101076,2.0
2019-04-30,0.0005103156666910191,0.1,0.9,0.356025546951563,2.0
2019-05-01,-0.00751632818786907,0.1,0.9,0.3510475263530873,2.0
2019-05-02,-0.0021588718180536315,0.1,0.9,0.38030571403892066,2.0
2019-05-03,0.009787537383638245,0.1,0.9,0.3766824376644893,2.0
2019-05-06,-0.004115017011005362,0.1,0.9,0.35142362328744864,2.0
2019-05-07,-0.01669983188467017,0.1,0.9,0.38947004127818186,2.0
2019-05-08,-0.0013891500060894124,0.1,0.9,0.4694581218761398,2.0
2019-05-09,-0.0030258444464308365,0.1,0.9,0.4331680462506686,2.0
2019-05-10,0.005023401372343139,0.1,0.9,0.4646627427707918,2.0
2019-05-13,-0.02513013403922959,0.1,0.9,0.44332984930283337,2.0
2019-05-14,0.009043164800644377,0.1,0.9,0.5403710970253117,2.0
2019-05-15,0.0058577074638404,0.1,0.9,0.4791433083460504,2.0
2019-05-16,0.009261361131990942,0.1,0.9,0.4871491873613502,2.0
2019-05-17,-0.006464934090245178,0.1,0.9,0.4036139408827148,2.0
2019-05-20,-0.006612002480900325,0.1,0.9,0.4763671253967353,2.0
2019-05-21,0.009015695077372099,0.1,0.9,0.4641567169973347,2.0
2019-05-22,-0.0030717698623952128,0.1,0.9,0.36453452265318986,2.0
2019-05-23,-0.012218327420370767,0.1,0.9,0.37191659205506145,2.0
2019-05-24,0.00226796544182295,0.1,0.9,0.4462967870622396,2.0
2019-05-28,-0.00930011906201289,0.1,0.9,0.44687512568263316,2.0
2019-05-29,-0.006710944979762101,0.1,0.9,0.4480032728845918,2.0
2019-05-30,0.0027314822072341816,0.1,0.9,0.48487381418705156,2.0
2019-05-31,-0.013475642557268297,0.1,0.9,0.4910370922050788,2.0
