Date,Open,High,Low,Close,Volume,Adj Close
1993-03-23,24.96645543302998,24.98382944516153,24.91433339663535,24.94908142089844,55200,24.73608142089844
1993-03-24,24.91433339663535,25.05332549368771,24.792715311714534,24.94908142089844,37200,24.73608142089844
1993-03-25,24.966451877211203,25.157565983438985,24.931703857897062,25.105443954467773,110100,24.892443954467772
1993-03-26,25.088077377924588,25.105451392729247,24.949085259487333,24.966459274291992,101500,24.75345927429199
1993-03-29,24.983823928251415,25.192312027791765,24.983823928251415,25.07069396972656,87100,24.857693969726558
1993-03-30,25.105444012465934,25.14019203186035,25.070695993071517,25.14019203186035,56000,24.92719203186035
1993-03-31,25.209701439157065,25.27919751479913,25.122831344604492,25.122831344604492,111600,24.90983134460449
1993-04-01,25.157562033489793,25.157562033489793,24.983821964197737,25.03594398498535,129500,24.82294398498535
1993-04-02,24.827472321789458,24.827472321789458,24.51473999023437,24.514739990234375,59400,24.301739990234374
1993-04-05,24.705848597000617,24.705848597000617,24.566856481124383,24.6363525390625,172200,24.4233525390625
1993-04-06,24.688472568398655,24.688472568398655,24.497358424660177,24.56685447692871,129700,24.35385447692871
1993-04-07,24.60160453425401,24.65372657775879,24.54948249074924,24.65372657775879,28000,24.440726577758788
1993-04-08,24.757972534222763,24.757972534222763,24.514736312833907,24.618980407714844,180800,24.405980407714843
1993-04-12,24.86221518546405,24.983833289096648,24.827467155854738,24.966459274291992,348500,24.75345927429199
1993-04-13,24.949083428912697,25.105449550681644,24.931709415382812,25.018579483032227,146100,24.805579483032226
1993-04-14,25.035957268779896,25.05333128492756,24.96646120418925,24.98383522033691,119600,24.77083522033691
1993-04-15,24.96646120418925,25.035957268779896,24.879591123450947,24.98383522033691,148600,24.77083522033691
1993-04-16,25.001209236484573,25.035957268779896,24.94908718804159,24.98383522033691,47900,24.77083522033691
1993-04-19,24.983833169137963,25.05332922802291,24.86221506608931,24.879589080810547,157000,24.666589080810546
1993-04-20,24.844829398707336,24.87957741185238,24.60159330669202,24.757959365844727,279500,24.544959365844726
1993-04-21,24.810085178761,24.810085178761,24.671093104930407,24.740589141845703,67900,24.527589141845702
1993-04-22,24.636367635062207,24.844855936628317,24.427879333496097,24.427879333496097,97700,24.214879333496096
1993-04-23,24.375745707920625,24.445241775512695,24.288875623430528,24.32362365722656,106000,24.110623657226558
1993-04-26,24.34100897523291,24.427879100055296,24.06302457580127,24.13252067565918,62600,23.91952067565918
1993-04-27,24.097750218165903,24.39310836791992,24.097750218165903,24.39310836791992,156800,24.180108367919917
1993-04-28,24.358356443156012,24.41047846122268,24.306234425089343,24.34098243713379,85900,24.127982437133788
1993-04-29,24.393108457390433,24.44523048400879,24.25411638640815,24.44523048400879,85000,24.232230484008788
1993-04-30,24.53210058814672,24.618970632722313,24.479978561401367,24.479978561401367,88500,24.266978561401366
1993-05-03,24.514734437670796,24.6363525390625,24.41049035076362,24.6363525390625,80500,24.4233525390625
1993-05-04,24.68847470340474,24.810092805391953,24.653726674265535,24.723222732543945,149100,24.510222732543944
1993-05-05,24.72323043678888,24.879596616642075,24.72323043678888,24.792726516723633,109000,24.579726516723632
1993-05-06,24.757978382995866,24.775352402913754,24.688482303324296,24.705856323242188,54700,24.492856323242187
1993-05-07,24.72322263576515,24.72322263576515,24.618978548755603,24.65372657775879,68000,24.440726577758788
1993-05-10,24.688482303324296,24.84484848258532,24.688482303324296,24.705856323242188,113900,24.492856323242187
1993-05-11,24.705843140097222,24.810087203979492,24.63634709750905,24.810087203979492,42600,24.59708720397949
1993-05-12,24.70584879015137,24.79271886325317,24.70584879015137,24.775344848632812,31000,24.56234484863281
1993-05-13,24.671092659467668,24.671092659467668,24.462604552486248,24.479978561401367,129100,24.266978561401366
1993-05-14,24.479991892522033,24.549487966028128,24.445243855768982,24.462617874145508,63500,24.249617874145507
1993-05-17,24.532108331182197,24.549482345581055,24.42786424478907,24.549482345581055,34000,24.336482345581054
1993-05-18,24.56685060549728,24.58422461582649,24.44523253319284,24.532102584838867,105200,24.319102584838866
1993-05-19,24.53209778403839,25.03594398498535,24.37573172167554,25.03594398498535,50200,24.82294398498535
1993-05-20,25.03594791583949,25.105443954467773,24.98382588686827,25.105443954467773,98200,24.892443954467772
1993-05-21,25.122825286907855,25.157573316350327,24.86221506608931,24.879589080810547,221400,24.666589080810546
1993-05-24,24.93171317189393,25.07070530107522,24.93171317189393,24.98383522033691,30500,24.77083522033691
1993-05-25,25.08806600577297,25.08806600577297,25.03594398498535,25.03594398498535,191800,24.82294398498535
1993-05-26,25.105468914719623,25.36607931867865,25.088094887789023,25.348705291748047,102400,25.135705291748046
1993-05-27,25.383424538529724,25.383424538529724,25.22705847361065,25.26180648803711,53800,25.04880648803711
1993-05-28,25.2444360900436,25.2444360900436,25.018573963979893,25.14019203186035,79100,24.92719203186035
1993-06-01,25.227060588233524,25.470296709607677,25.19231257089436,25.38342666625977,28300,25.170426666259768
1993-06-02,25.313957237886843,25.43557542640106,25.209713076303235,25.348705291748047,20300,25.135705291748046
1993-06-03,25.29655450246357,25.29655450246357,25.20968446639742,25.26180648803711,21600,25.04880648803711
1993-06-04,25.1923083929953,25.1923083929953,25.070690352477392,25.17493438720703,32000,24.96193438720703
1993-06-07,25.227071582445475,25.227071582445475,25.08807945251465,25.08807945251465,121400,24.875079452514647
1993-06-08,25.01857541642099,25.01857541642099,24.86220932006836,24.86220932006836,104500,24.64920932006836
1993-06-09,24.94908142089844,25.05332549368771,24.91433339663535,24.94908142089844,43300,24.73608142089844
1993-06-10,24.93171124468268,24.983833289096648,24.879589200268708,24.966459274291992,17900,24.75345927429199
1993-06-11,25.053319961431537,25.10544198631662,24.96644991995639,25.07069396972656,647400,24.857693969726558
1993-06-14,25.105440012702175,25.12281401963138,25.03594398498535,25.03594398498535,64200,24.82294398498535
1993-06-15,25.07070530107522,25.08807931722288,24.98383522033691,24.98383522033691,142400,24.77083522033691
1993-06-16,24.983821964197737,25.03594398498535,24.91432593648091,25.03594398498535,330900,24.82294398498535
1993-06-17,25.088083306783464,25.122831344604492,25.03596125005192,25.122831344604492,37400,24.90983134460449
1993-06-18,25.108396431033533,25.108396431033533,24.915927886962898,24.91592788696289,58500,24.384927886962892
1993-06-21,24.985940073784533,24.985940073784533,24.93344860304129,24.968442916870117,29300,24.43744291687012
1993-06-22,25.003415186532074,25.003415186532074,24.950923762067696,24.985918045043945,137500,24.454918045043947
1993-06-23,24.98593351546109,24.98593351546109,24.75847053527832,24.75847053527832,227600,24.22747053527832
1993-06-24,24.82845085335576,25.090908050537113,24.82845085335576,25.09090805053711,243700,24.55990805053711
1993-06-25,25.07340812683106,25.14339670499388,25.05591098229035,25.073408126831055,44800,24.542408126831056
1993-06-28,25.19588115052407,25.353355407714847,25.160886871148342,25.353355407714844,439900,24.822355407714845
1993-06-29,25.318376023957864,25.318376023957864,25.195895974083847,25.23089027404785,207500,24.699890274047853
1993-06-30,25.265884574011857,25.318376023957864,25.195895974083847,25.23089027404785,437600,24.699890274047853
1993-07-01,25.26588492466445,25.26588492466445,25.12590772286576,25.16090202331543,605700,24.62990202331543
1993-07-02,25.0734131512942,25.09091029934116,24.933435966918516,25.02092170715332,285400,24.48992170715332
1993-07-06,24.98593351546109,25.055922124748097,24.72347623063482,24.75847053527832,246400,24.22747053527832
1993-07-07,24.740971125037508,24.863451180111948,24.740971125037508,24.82845687866211,343700,24.29745687866211
1993-07-08,24.8459431983868,25.160891774141003,24.810948912191893,25.108400344848633,248200,24.577400344848634
1993-07-09,25.108398122038587,25.178386688232425,25.055906697393212,25.178386688232425,378200,24.647386688232427
1993-07-12,25.143404873090592,25.178399173540267,25.10841057264092,25.16090202331543,373700,24.62990202331543
1993-07-13,25.178394486195693,25.24838307406559,25.003423016520948,25.143400192260746,389600,24.612400192260747
1993-07-14,25.16090167411984,25.30087887397586,25.143404524137836,25.23089027404785,617300,24.699890274047853
1993-07-15,25.21338216574411,25.21338216574411,25.073405026725407,25.125896453857425,443800,24.594896453857427
1993-07-16,25.143407314183328,25.160904466106903,25.020927250718273,25.05592155456543,216400,24.52492155456543
1993-07-19,25.05591305480147,25.05591305480147,24.96842732486152,25.038415908813477,188200,24.507415908813478
1993-07-20,25.020914629361357,25.108400344848636,24.89843462767917,25.108400344848633,68500,24.577400344848634
1993-07-21,25.073410904058356,25.090908050537113,25.00342231814333,25.09090805053711,142700,24.55990805053711
1993-07-22,25.055905009923357,25.090899290663476,24.915927886962898,24.91592788696289,632400,24.384927886962892
1993-07-23,24.96842732486152,25.038415908813477,24.950930178873527,25.038415908813477,286200,24.507415908813478
1993-07-26,25.108398122038587,25.2308781128778,25.108398122038587,25.178386688232425,121300,24.647386688232427
1993-07-27,25.195896323765105,25.213393473989942,25.073416272191245,25.16090202331543,92800,24.62990202331543
1993-07-28,25.108400344848636,25.160891774141003,25.073406058653724,25.108400344848633,30800,24.577400344848634
1993-07-29,25.160889232315625,25.318363504284218,25.125894949655933,25.248374938964844,331000,24.717374938964845
1993-07-30,25.24837748962828,25.24837748962828,25.073406058653724,25.108400344848633,75300,24.577400344848634
1993-08-02,25.143392405135504,25.26587239597472,25.143392405135504,25.178386688232425,41300,24.647386688232427
1993-08-03,25.23088280889723,25.30087138811747,25.108402795261807,25.19588851928711,81600,24.66488851928711
1993-08-04,25.19588851928711,25.24837995370229,25.12589994006687,25.19588851928711,434000,24.66488851928711
1993-08-05,25.195891633163168,25.195891633163168,25.108405898325795,25.143400192260746,36800,24.612400192260747
1993-08-06,25.21338097132934,25.2308781128778,25.143392405135504,25.178386688232425,402300,24.647386688232427
1993-08-09,25.24838413562788,25.388361317252983,25.195892692518463,25.31837272644043,828200,24.78737272644043
1993-08-10,25.300878524780277,25.318375674520787,25.265884225299253,25.300878524780273,604900,24.769878524780275
1993-08-11,25.283381375039763,25.37086712374232,25.283381375039763,25.300878524780273,542200,24.769878524780275
1993-08-12,25.37086747390387,25.37086747390387,25.143404524137836,25.23089027404785,303700,24.699890274047853
1993-08-13,25.248387249552973,25.283381549275152,25.248387249552973,25.265884399414062,103500,24.734884399414064
1993-08-16,25.28338465152036,25.47585332360806,25.28338465152036,25.405864715576172,241800,24.874864715576173
1993-08-17,25.388366169036047,25.493349075317383,25.388366169036047,25.493349075317383,369300,24.962349075317384
1993-08-18,25.580818897546763,25.68580173843957,25.56332175739796,25.633310317993164,414300,25.102310317993165
1993-08-19,25.65080745814197,25.65080745814197,25.598316037695565,25.633310317993164,28500,25.102310317993165
1993-08-20,25.58083118423108,25.650819778442383,25.563334035678256,25.650819778442383,80700,25.119819778442384
1993-08-23,25.545855226862212,25.61584387131937,25.545855226862212,25.59834671020508,15600,25.067346710205083
1993-08-24,25.59832439848182,25.878278732299805,25.59832439848182,25.878278732299805,273400,25.347278732299806
1993-08-25,25.878271977965895,26.000751967043488,25.843277695372297,25.895769119262695,242300,25.364769119262697
1993-08-26,25.913259506225582,26.053236600114715,25.808276685808735,25.913259506225582,120000,25.382259506225584
1993-08-27,25.843277695372297,25.895769119262695,25.843277695372297,25.895769119262695,25700,25.364769119262697
1993-08-30,25.91327719604985,26.035757236814437,25.91327719604985,26.000762939453125,183500,25.469762939453126
1993-08-31,25.983254042247797,26.070739746093743,25.948259760709416,26.07073974609375,66500,25.53973974609375
1993-09-01,25.983256101608276,26.088238954544067,25.983256101608276,26.035747528076172,136500,25.504747528076173
1993-09-02,26.05325560206428,26.088249901059665,25.930775555580432,25.948272705078125,472400,25.417272705078126
1993-09-03,25.930774516493805,26.000763111680023,25.895780218900697,25.96576881408691,630500,25.43476881408691
1993-09-07,25.96576776077498,26.000762056948535,25.755801983733676,25.790796279907227,196400,25.259796279907228
1993-09-08,25.790797665299326,25.790797665299326,25.5283404298994,25.703311920166016,269900,25.172311920166017
1993-09-09,25.59832592502884,25.773297394099444,25.59832592502884,25.755800247192383,239200,25.224800247192384
1993-09-10,25.825801964962125,26.00077352299032,25.790807653356485,25.9832763671875,106500,25.4522763671875
1993-09-13,26.070751534175745,26.070751534175745,26.000762939453125,26.000762939453125,66900,25.469762939453126
1993-09-14,25.930763401856293,25.930763401856293,25.8082834127787,25.895769119262695,184500,25.364769119262697
1993-09-15,25.790797326121368,25.98326596288347,25.703311582138596,25.96576881408691,101000,25.43476881408691
1993-09-16,25.930776947083427,25.948274097520056,25.843291194900285,25.86078834533691,54300,25.32978834533691
1993-09-17,25.845858398270963,25.86346456884199,25.775433715986846,25.810646057128903,200900,24.993646057128903
1993-09-20,25.84583807713064,25.89865654731551,25.59935188293457,25.59935188293457,57800,24.78235188293457
1993-09-21,25.63457278928895,25.66978511454896,25.247237211428818,25.511329650878903,318200,24.694329650878903
1993-09-22,25.59936540409117,25.75782089833933,25.564153072036024,25.72260856628418,439700,24.90560856628418
1993-09-23,25.793043478075703,25.88107434318859,25.75783113203055,25.863468170166016,88500,25.046468170166015
1993-09-24,25.82823829260296,25.845844453674943,25.757813648315015,25.793025970458984,53500,24.976025970458984
1993-09-27,25.986693393210153,26.074724197387695,25.986693393210153,26.074724197387695,274600,25.257724197387695
1993-09-28,26.09233054288831,26.09233054288831,26.004299738087735,26.02190589904785,158300,25.20490589904785
1993-09-29,26.02191450089236,26.092339168012504,25.898671333432116,25.933883666992188,221000,25.116883666992187
1993-09-30,25.93388769188706,25.986706200424507,25.82825067481216,25.88106918334961,99300,25.06406918334961
1993-10-01,25.845834240044947,26.03950193530414,25.810621931816,26.004289627075195,22700,25.187289627075195
1993-10-04,26.03951072692871,26.03951072692871,25.969086086693608,26.03951072692871,1038500,25.22251072692871
1993-10-05,26.092320397647555,26.092320397647555,25.916258856502836,26.004289627075195,436500,25.187289627075195
1993-10-06,26.02191429861839,26.127551298477464,25.986701965332035,25.98670196533203,209200,25.16970196533203
1993-10-07,26.02191967549531,26.02191967549531,25.89867648352747,25.916282653808594,59400,25.099282653808594
1993-10-08,25.986708466362924,26.00431463741059,25.75782824274319,25.951496124267575,54400,25.134496124267574
1993-10-11,26.004289627075195,26.057108089418612,26.004289627075195,26.004289627075195,467100,25.187289627075195
1993-10-12,26.03951072692871,26.057116886987483,26.021904566869935,26.03951072692871,26200,25.22251072692871
1993-10-13,26.057116886987483,26.057116886987483,26.00429840681116,26.03951072692871,139100,25.22251072692871
1993-10-14,26.145158520687087,26.374038696289062,26.074733851271095,26.374038696289062,108100,25.557038696289062
1993-10-15,26.4972749712616,26.56769962234801,26.426850320175188,26.514881134033203,1502500,25.697881134033203
1993-10-18,26.497293699597236,26.497293699597236,26.40926282351884,26.444475173950195,722400,25.627475173950195
1993-10-19,26.40923551870304,26.462053989740447,26.25078010559082,26.25078010559082,880100,25.43378010559082
1993-10-20,26.338821605317,26.338821605317,26.233184620268936,26.28600311279297,230400,25.46900311279297
1993-10-21,26.30359857662823,26.30359857662823,26.215567791565885,26.25078010559082,56200,25.43378010559082
1993-10-22,26.286015212375197,26.39165224604851,26.12755966186523,26.12755966186523,390700,25.31055966186523
1993-10-25,26.145160467393936,26.233191310718496,26.07473579273429,26.197978973388672,114500,25.38097897338867
1993-10-26,26.18036651611328,26.197972680549135,26.092335693934015,26.18036651611328,186200,25.36336651611328
1993-10-27,26.145160467393936,26.215585142053584,26.145160467393936,26.197978973388672,118400,25.38097897338867
1993-10-28,26.23318233833542,26.462062452696735,26.23318233833542,26.391637802124023,129600,25.574637802124023
1993-10-29,26.374031639480844,26.4092439647672,26.356425476837668,26.391637802124023,80700,25.574637802124023
1993-11-01,26.35642585830536,26.479668998591357,26.35642585830536,26.46206283569336,36400,25.64506283569336
1993-11-02,26.42686899873452,26.479687524381557,26.286019597009084,26.444475173950195,262100,25.627475173950195
1993-11-03,26.42685436832688,26.42685436832688,25.986700231612573,26.109943389892575,479100,25.292943389892574
1993-11-04,26.10995538395607,26.10995538395607,25.81065043349939,25.828256607055664,130400,25.011256607055664
1993-11-05,25.75782824274319,25.951496124267575,25.652191216457165,25.951496124267575,363200,25.134496124267574
1993-11-08,25.969095798688855,26.05712663190475,25.89867113211614,25.98670196533203,367600,25.16970196533203
1993-11-09,26.162745014105443,26.18035116821991,25.986683472960724,26.004289627075195,246900,25.187289627075195
1993-11-10,26.004311118074643,26.197978973388672,25.933886443414995,26.197978973388672,46500,25.38097897338867
1993-11-11,26.197984350980775,26.268409040096312,26.10995348958635,26.12755966186523,88900,25.31055966186523
1993-11-12,26.180355477540942,26.338810890653164,26.16274932052848,26.25078010559082,108200,25.43378010559082
1993-11-15,26.30360564673507,26.30360564673507,26.162756352776647,26.23318099975586,243300,25.41618099975586
1993-11-16,26.285992075143533,26.374022859052253,26.18035513445307,26.356416702270508,492600,25.539416702270508
1993-11-17,26.3740335545178,26.3740335545178,26.145153423537337,26.215578079223633,39600,25.398578079223633
1993-11-18,26.180374922575776,26.233193432843244,26.074737902040837,26.14516258239746,240800,25.32816258239746
1993-11-19,26.057122419720237,26.127547074908673,26.03951625592313,26.092334747314453,106000,25.275334747314453
1993-11-22,26.02191450089236,26.0395206676724,25.845852833092007,25.933883666992188,165300,25.116883666992187
1993-11-23,26.074724197387695,26.092330358223204,25.93387491070363,26.074724197387695,89700,25.257724197387695
1993-11-24,26.145154187241577,26.197972680549135,26.109941858369872,26.18036651611328,77200,25.36336651611328
1993-11-26,26.250797479383408,26.250797479383408,26.18037280472376,26.197978973388672,1019800,25.38097897338867
1993-11-29,26.268396385285538,26.321214876676866,26.092334747314457,26.092334747314453,517500,25.275334747314453
1993-11-30,26.074731058955436,26.233186548172583,26.057124893486865,26.109943389892575,230000,25.292943389892574
1993-12-01,26.250799602932403,26.26840577302156,26.145162582397464,26.14516258239746,379200,25.32816258239746
1993-12-02,26.19797191530206,26.233184243145207,26.145153423537337,26.215578079223633,352000,25.398578079223633
1993-12-03,26.19797722551735,26.321220397949215,26.19797722551735,26.32122039794922,306000,25.50422039794922
1993-12-06,26.35643366241455,26.444464502970376,26.35643366241455,26.409252166748047,99500,25.592252166748047
1993-12-07,26.4092439647672,26.42685012741038,26.356425476837668,26.391637802124023,88800,25.574637802124023
1993-12-08,26.391637802124023,26.391637802124023,26.356425476837668,26.391637802124023,146700,25.574637802124023
1993-12-09,26.391625360951046,26.426837669638108,26.268382280546337,26.3035945892334,416500,25.4865945892334
1993-12-10,26.3212047336407,26.3212047336407,26.197961634553415,26.25078010559082,412900,25.43378010559082
1993-12-13,26.250796653747557,26.409252166748047,26.215584317525227,26.409252166748047,273200,25.592252166748047
1993-12-14,26.42685204628252,26.42685204628252,26.215578079223633,26.215578079223633,41900,25.398578079223633
1993-12-15,26.250791173856697,26.268397338292548,26.18036651611328,26.18036651611328,82600,25.36336651611328
1993-12-16,26.286013993117507,26.286013993117507,26.233195478730803,26.268407821655273,78200,25.451407821655273
1993-12-17,26.32413016069655,26.43049028255795,26.30640347371965,26.412763595581055,104700,25.278763595581054
1993-12-20,26.39503923370116,26.465945987854823,26.377312545162745,26.448219299316406,68800,25.314219299316406
1993-12-21,26.412766783046656,26.412766783046656,26.324133337465963,26.35958671569824,205700,25.22558671569824
1993-12-22,26.430497454259104,26.554584296767363,26.37731737889842,26.53685760498047,410300,25.40285760498047
1993-12-23,26.51912498474121,26.572305048213288,26.48367160909316,26.51912498474121,533800,25.38512498474121
1993-12-27,26.51913045315032,26.660943984985348,26.51913045315032,26.66094398498535,447100,25.52694398498535
1993-12-28,26.64320269371392,26.73183610254198,26.625476011948308,26.714109420776367,880600,25.580109420776367
1993-12-29,26.731850958028904,26.749577649645634,26.66094419156198,26.67867088317871,266700,25.54467088317871
1993-12-30,26.6609333794144,26.6609333794144,26.519119903991985,26.57229995727539,219900,25.43829995727539
1993-12-31,26.62548981633944,26.660943198252017,26.41276952486403,26.430496215820312,312900,25.296496215820312
1994-01-03,26.43049347216279,26.46594685039507,26.324133337465963,26.35958671569824,960900,25.22558671569824
1994-01-04,26.39502422488622,26.465930938720703,26.35957086796898,26.465930938720703,164300,25.331930938720703
1994-01-05,26.501398296917188,26.53685167256524,26.39503816997304,26.51912498474121,710900,25.38512498474121
1994-01-06,26.55457836038926,26.572305048213288,26.48367160909316,26.51912498474121,201000,25.38512498474121
1994-01-07,26.572310733478332,26.69639757479544,26.501403967011413,26.67867088317871,775500,25.54467088317871
1994-01-10,26.714114734551977,26.99774169921875,26.64320799338528,26.99774169921875,593700,25.86374169921875
1994-01-11,26.980022013814825,26.980022013814825,26.855935184579145,26.944568634033203,295200,25.810568634033203
1994-01-12,26.962307682603893,26.962307682603893,26.767314004425955,26.855947494506836,158400,25.721947494506836
1994-01-13,26.785024642944336,26.838204705107692,26.749571268168765,26.785024642944336,244300,25.651024642944336
1994-01-14,26.873657437791618,26.944564185648584,26.873657437791618,26.89138412475586,137200,25.75738412475586
1994-01-17,26.891384124755856,26.926837498684343,26.83820406386313,26.89138412475586,17700,25.75738412475586
1994-01-18,26.926836013793945,26.962289385767345,26.873655955833858,26.926836013793945,166400,25.792836013793945
1994-01-19,26.891400890539188,26.92685428657154,26.802767400458308,26.855947494506836,200800,25.721947494506836
1994-01-20,26.89138264182055,26.944562699780644,26.873655955833858,26.926836013793945,281100,25.792836013793945
1994-01-21,26.96229066068705,26.96229066068705,26.855930539737592,26.8736572265625,85600,25.7396572265625
1994-01-24,26.855935008320586,26.98002183674187,26.76730155944824,26.76730155944824,373800,25.63330155944824
1994-01-25,26.785028249222712,26.80275493899718,26.714121490124835,26.76730155944824,310400,25.63330155944824
1994-01-26,26.76730619554003,26.85593965976367,26.731852809850576,26.838212966918945,145100,25.704212966918945
1994-01-27,26.89139400602011,27.1218410212332,26.85594061906425,27.086387634277344,344500,25.952387634277343
1994-01-28,27.192750524914295,27.24593061068662,27.157297134399418,27.157297134399418,356500,26.023297134399417
1994-01-31,27.263651926333612,27.40546546041077,27.22819854281433,27.352285385131836,313800,26.218285385131836
1994-02-01,27.316830343687577,27.316830343687577,27.175016818217426,27.21047019958496,303600,26.07647019958496
1994-02-02,27.299115227264107,27.38774871826172,27.281388529064586,27.38774871826172,307600,26.25374871826172
1994-02-03,27.334559570828404,27.334559570828404,27.17501933987026,27.263652801513672,466100,26.12965280151367
1994-02-04,27.263649331991942,27.299102712137575,26.64321517944336,26.64321517944336,1403200,25.50921517944336
1994-02-07,26.57230797192908,26.83820831854612,26.57230797192908,26.76730155944824,516400,25.63330155944824
1994-02-08,26.820478017719907,26.820478017719907,26.67866451861762,26.785024642944336,188200,25.651024642944336
1994-02-09,26.802750689934644,26.9091108117201,26.76729731600616,26.89138412475586,144600,25.75738412475586
1994-02-10,26.87366428273789,26.89139097421727,26.660943984985348,26.66094398498535,883900,25.52694398498535
1994-02-11,26.678669805002183,26.82048333220485,26.554582968699847,26.749576568603516,519400,25.615576568603515
1994-02-14,26.696391206005405,26.873658079883263,26.66093783122983,26.785024642944336,2742100,25.651024642944336
1994-02-15,26.838202583860458,26.944562699780644,26.80274921188706,26.926836013793945,374700,25.792836013793945
1994-02-16,26.9622872620232,26.9622872620232,26.855927154480703,26.909107208251953,287600,25.775107208251953
1994-02-17,27.033203623008855,27.050930313909188,26.678669805002183,26.749576568603516,342400,25.615576568603515
1994-02-18,26.76729562123616,26.78502230707804,26.519122019449867,26.590028762817383,313300,25.456028762817382
1994-02-22,26.6609538163289,26.855947494506836,26.6609538163289,26.855947494506836,154500,25.721947494506836
1994-02-23,26.89138476727105,26.90911145465883,26.696391206005405,26.785024642944336,391700,25.651024642944336
1994-02-24,26.69639658016458,26.69639658016458,26.41276952486403,26.430496215820312,770800,25.296496215820312
1994-02-25,26.46595864747968,26.554592132568363,26.41277855642647,26.55459213256836,531300,25.42059213256836
1994-02-28,26.625498920639306,26.696405708710248,26.554592132568363,26.55459213256836,333000,25.42059213256836
1994-03-01,26.5545794305469,26.60775949616215,26.30640579100908,26.448219299316406,423600,25.314219299316406
1994-03-02,26.111403227809923,26.48366355895996,26.040496498067057,26.48366355895996,581500,25.34966355895996
1994-03-03,26.44821696953485,26.44821696953485,26.34185684767345,26.412763595581055,223200,25.278763595581054
1994-03-04,26.412756829217095,26.554570288702827,26.32412341703851,26.48366355895996,595800,25.34966355895996
1994-03-07,26.572294886674133,26.660928291899864,26.572294886674133,26.62547492980957,539800,25.49147492980957
